network_size,seed,num_layers,network_type,strategy,topology,curriculum_results
25,42,1,ffn,random,small_world,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 19.8, 'std_reward': 0.0, 'mean_length': 19.8, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'transfer_metrics': {'backward_transfer': {}, 'forward_transfer': {}, 'final_performance': {'cartpole': {'mean_reward': 19.8, 'std_reward': 0.0, 'mean_length': 19.8, 'std_length': 0.0, 'solved_rate': 0.0}}, 'learning_curve_analysis': {'cartpole': {'final_reward': 199.47694245653605, 'mean_reward': 109.64926037819343, 'std_reward': 52.37874897927508, 'max_reward': 210.17452988224935, 'min_reward': 13.09618541098202, 'improvement_rate': 0.9319037852277701}}, 'convergence_metrics': {'cartpole': {'convergence_episode': 1, 'convergence_reward': 25.07610472804569, 'stability_std': 13.45689075688858}}}, 'task_metrics': {'training_metrics': {'num_weights': 44, 'num_biases': 25, 'avg_weight_magnitude': 0.08483664142901087, 'avg_bias_magnitude': 0.06868248293485359}, 'total_episodes': 200, 'final_episode_reward': 199.47694245653605, 'mean_episode_reward': 109.64926037819343, 'std_episode_reward': 52.37874897927508}, 'learning_curves': {'cartpole': [13.09618541098202, 25.07610472804569, 22.82687778319345, 28.55844535925314, 27.814118745286457, 23.192913094673834, 27.453900594198082, 28.40734694323535, 30.867282664473247, 35.432079334683294, 23.547603548962968, 20.51840274970388, 25.543874848011487, 34.06390814179434, 34.66879335146304, 30.655936538195608, 33.04113937324448, 31.128515115186183, 35.664528778030416, 33.63136251934794, 46.18404362630601, 45.5141918386737, 43.418943699616946, 40.85624819894499, 47.29599371084717, 42.99369351424045, 44.205880668171055, 35.66010488200021, 46.50338596479035, 39.644122942863135, 44.98585353132319, 48.74482759115824, 44.306537145756764, 52.093573958983995, 55.85865275314325, 47.080944910703906, 52.98695809080241, 47.06769012318997, 48.36538120999903, 56.65017465223521, 59.56718282352887, 49.353821487411615, 68.04328902255682, 56.21561703430462, 60.63700903869303, 57.829413304598006, 59.97802757474291, 69.89173291602309, 70.72735647090613, 55.84779462131771, 62.18167828276602, 80.65320318626233, 64.63490703968094, 69.81340643736222, 74.28193263551117, 73.76625482688905, 56.31222114425071, 72.96982006529232, 80.94654086989979, 73.24698823313086, 68.79409680871976, 69.7894315376372, 74.80465527303326, 80.07610548002353, 92.04818183157347, 77.05105687794024, 82.20983961486023, 72.57709085400634, 72.77522497127248, 79.61544964906503, 85.22719037377841, 83.46837089765393, 85.0663014850325, 84.32754358498757, 86.461293160392, 86.03081612223508, 81.65179166325201, 81.84247492161441, 96.99700716709437, 86.98389018699385, 90.79727183297734, 98.84974862245897, 92.45188660512511, 99.08741764596382, 91.15983325935534, 104.27693446153734, 98.53508404116377, 98.16578390589265, 98.37592418111318, 103.92521404265159, 102.18114809042542, 85.91323362434402, 100.55980824922126, 105.30989215937164, 99.75896355038455, 102.98078007371572, 104.45995495704345, 115.27488397821804, 111.1890550231857, 110.74522032484438, 104.17106783260888, 107.47654844559352, 116.05130621498557, 116.00052977382013, 106.49739325159419, 121.49703397169557, 111.09678720218393, 118.09154040766353, 130.86752856995923, 116.00811032448541, 119.83766772749851, 117.10604830677788, 121.67626948222436, 128.82563129303549, 121.6272835041458, 122.02846448059455, 129.91775072467271, 118.98384620441682, 126.61559013292153, 123.4615302912865, 126.8101089840883, 124.463268344484, 122.65593811643974, 119.65749968262969, 129.3363837769036, 133.6397403253132, 137.4661978452298, 127.62265225260361, 135.96151748312064, 138.8962742511175, 138.80099151901678, 139.18875387372293, 127.9883543220956, 139.1020292316935, 140.18860716430663, 144.2269111070427, 149.33746851095177, 142.00434235003124, 142.47522931463783, 145.75265211980286, 146.10890819549888, 149.06232427277587, 150.4454048178706, 147.81942203149055, 152.09619991451407, 149.40613515861025, 144.1477544115027, 146.51890327227485, 141.52510535588019, 162.41354136056015, 161.42627381148296, 161.07351711688523, 155.71806524355196, 162.58338539217044, 163.08893274512255, 152.22913277938576, 156.46883367964188, 163.98742299954395, 159.75454379768252, 159.5638029224551, 168.1180840605075, 160.7584454226864, 178.20801164294474, 174.6713618955714, 166.53269663510918, 174.74803247728713, 170.3326703030019, 168.22083850096553, 181.0903400405486, 174.05235108880152, 168.5275113913128, 176.2002962792317, 183.18726927741446, 175.7117621363278, 177.64784806364293, 176.00134694947405, 180.15987235396258, 174.41104879615477, 176.22238685846435, 179.38826948858824, 182.83841801052031, 188.4621695605674, 183.0641746679254, 188.8372328041769, 183.3985869581199, 189.44349801562078, 193.39491576284763, 187.72425533373934, 190.9563363430891, 187.1683082783551, 193.93220384577788, 177.89279247396883, 184.6702585832506, 196.56399814614105, 186.42022773682086, 193.0553011305405, 203.41689452988936, 201.61955871925457, 210.17452988224935, 199.47694245653605]}, 'episode_metrics': {'cartpole': {'learning_curve': [13.09618541098202, 25.07610472804569, 22.82687778319345, 28.55844535925314, 27.814118745286457, 23.192913094673834, 27.453900594198082, 28.40734694323535, 30.867282664473247, 35.432079334683294, 23.547603548962968, 20.51840274970388, 25.543874848011487, 34.06390814179434, 34.66879335146304, 30.655936538195608, 33.04113937324448, 31.128515115186183, 35.664528778030416, 33.63136251934794, 46.18404362630601, 45.5141918386737, 43.418943699616946, 40.85624819894499, 47.29599371084717, 42.99369351424045, 44.205880668171055, 35.66010488200021, 46.50338596479035, 39.644122942863135, 44.98585353132319, 48.74482759115824, 44.306537145756764, 52.093573958983995, 55.85865275314325, 47.080944910703906, 52.98695809080241, 47.06769012318997, 48.36538120999903, 56.65017465223521, 59.56718282352887, 49.353821487411615, 68.04328902255682, 56.21561703430462, 60.63700903869303, 57.829413304598006, 59.97802757474291, 69.89173291602309, 70.72735647090613, 55.84779462131771, 62.18167828276602, 80.65320318626233, 64.63490703968094, 69.81340643736222, 74.28193263551117, 73.76625482688905, 56.31222114425071, 72.96982006529232, 80.94654086989979, 73.24698823313086, 68.79409680871976, 69.7894315376372, 74.80465527303326, 80.07610548002353, 92.04818183157347, 77.05105687794024, 82.20983961486023, 72.57709085400634, 72.77522497127248, 79.61544964906503, 85.22719037377841, 83.46837089765393, 85.0663014850325, 84.32754358498757, 86.461293160392, 86.03081612223508, 81.65179166325201, 81.84247492161441, 96.99700716709437, 86.98389018699385, 90.79727183297734, 98.84974862245897, 92.45188660512511, 99.08741764596382, 91.15983325935534, 104.27693446153734, 98.53508404116377, 98.16578390589265, 98.37592418111318, 103.92521404265159, 102.18114809042542, 85.91323362434402, 100.55980824922126, 105.30989215937164, 99.75896355038455, 102.98078007371572, 104.45995495704345, 115.27488397821804, 111.1890550231857, 110.74522032484438, 104.17106783260888, 107.47654844559352, 116.05130621498557, 116.00052977382013, 106.49739325159419, 121.49703397169557, 111.09678720218393, 118.09154040766353, 130.86752856995923, 116.00811032448541, 119.83766772749851, 117.10604830677788, 121.67626948222436, 128.82563129303549, 121.6272835041458, 122.02846448059455, 129.91775072467271, 118.98384620441682, 126.61559013292153, 123.4615302912865, 126.8101089840883, 124.463268344484, 122.65593811643974, 119.65749968262969, 129.3363837769036, 133.6397403253132, 137.4661978452298, 127.62265225260361, 135.96151748312064, 138.8962742511175, 138.80099151901678, 139.18875387372293, 127.9883543220956, 139.1020292316935, 140.18860716430663, 144.2269111070427, 149.33746851095177, 142.00434235003124, 142.47522931463783, 145.75265211980286, 146.10890819549888, 149.06232427277587, 150.4454048178706, 147.81942203149055, 152.09619991451407, 149.40613515861025, 144.1477544115027, 146.51890327227485, 141.52510535588019, 162.41354136056015, 161.42627381148296, 161.07351711688523, 155.71806524355196, 162.58338539217044, 163.08893274512255, 152.22913277938576, 156.46883367964188, 163.98742299954395, 159.75454379768252, 159.5638029224551, 168.1180840605075, 160.7584454226864, 178.20801164294474, 174.6713618955714, 166.53269663510918, 174.74803247728713, 170.3326703030019, 168.22083850096553, 181.0903400405486, 174.05235108880152, 168.5275113913128, 176.2002962792317, 183.18726927741446, 175.7117621363278, 177.64784806364293, 176.00134694947405, 180.15987235396258, 174.41104879615477, 176.22238685846435, 179.38826948858824, 182.83841801052031, 188.4621695605674, 183.0641746679254, 188.8372328041769, 183.3985869581199, 189.44349801562078, 193.39491576284763, 187.72425533373934, 190.9563363430891, 187.1683082783551, 193.93220384577788, 177.89279247396883, 184.6702585832506, 196.56399814614105, 186.42022773682086, 193.0553011305405, 203.41689452988936, 201.61955871925457, 210.17452988224935, 199.47694245653605], 'final_performance': {'mean_reward': 19.8, 'std_reward': 0.0, 'mean_length': 19.8, 'std_length': 0.0, 'solved_rate': 0.0}}}}"
21,42,1,ffn,random,modular,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 24.1, 'std_reward': 0.0, 'mean_length': 24.1, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'transfer_metrics': {'backward_transfer': {}, 'forward_transfer': {}, 'final_performance': {'cartpole': {'mean_reward': 24.1, 'std_reward': 0.0, 'mean_length': 24.1, 'std_length': 0.0, 'solved_rate': 0.0}}, 'learning_curve_analysis': {'cartpole': {'final_reward': 196.35383433976094, 'mean_reward': 109.56010625972114, 'std_reward': 52.20566979156397, 'max_reward': 203.6708869516363, 'min_reward': 10.890135799788153, 'improvement_rate': 0.9092452788721477}}, 'convergence_metrics': {'cartpole': {'convergence_episode': 3, 'convergence_reward': 22.668012070196536, 'stability_std': 14.35940497575051}}}, 'task_metrics': {'training_metrics': {'num_weights': 51, 'num_biases': 21, 'avg_weight_magnitude': 0.07745873984128047, 'avg_bias_magnitude': 0.05720499015469994}, 'total_episodes': 200, 'final_episode_reward': 196.35383433976094, 'mean_episode_reward': 109.56010625972114, 'std_episode_reward': 52.20566979156397}, 'learning_curves': {'cartpole': [14.504778565331396, 21.60505068278355, 10.890135799788153, 22.668012070196536, 23.99418879834068, 27.314487415925292, 27.105509766416862, 19.910429009035415, 26.268898489860362, 31.363897745421223, 31.09020161218965, 25.990647897263877, 32.8795173713222, 36.2744462590222, 27.71850481894775, 23.69883130693716, 43.270316932035925, 36.876674570388715, 33.91354085554403, 34.64222352519689, 38.73395268761886, 44.105092052607795, 32.251059315642564, 38.695277200881286, 49.869837099772866, 46.623094779100505, 47.096538602773805, 46.33848255689447, 46.75240638266252, 43.75912448089127, 44.20891741217987, 51.930662237801826, 46.10196218056362, 51.11916290897431, 51.35867745662531, 62.45943791242099, 51.59788851831655, 59.14231656126001, 57.736525528319575, 54.51378556293834, 49.780063321197204, 56.63518220945176, 62.296182133735996, 52.57591209885418, 63.77854750767651, 67.21443435210587, 61.88003534955949, 66.86848350711752, 63.901272414629645, 66.95690720463263, 72.46790142877585, 58.1301202487772, 62.973905535980926, 73.95340718961677, 75.77560295651946, 62.46037031315766, 78.21151798903692, 58.43930291879967, 75.32794759347539, 74.193971426675, 70.33443678886825, 71.54226938179629, 72.6265814607871, 75.67923789648158, 87.53017687295814, 82.61551818736937, 86.57202065034619, 78.68961422557636, 82.35129462028581, 76.7420268144158, 81.60777639620649, 81.13750211467733, 87.24319612084103, 82.16572805113755, 82.41567534016272, 89.48175459622574, 88.13241516564091, 85.79732970714954, 85.96677934439425, 87.5956511224601, 96.07307263449349, 94.98764071181301, 90.02411437411784, 91.1230458953102, 89.86333348981482, 94.53370867177807, 98.01477126374496, 93.90529329493452, 110.13656780043412, 103.21891217523499, 100.83912228398997, 102.3253631249148, 95.84297711224971, 97.70486120814333, 111.21446057209917, 113.67549414662079, 95.32304285089951, 109.65192081046578, 115.10819251356294, 107.39128949970947, 117.59671765349411, 114.73673784780168, 114.0545509973581, 111.47670984648263, 114.06054961341084, 112.26293001496974, 116.88228581588032, 117.5640196688938, 115.02856178947586, 108.36482817964779, 118.02505951819839, 114.81063371740338, 115.19563865958665, 118.25000928703254, 126.73441188953417, 117.9443438249817, 119.96293891932797, 128.83386899300865, 122.3717665492387, 121.4639999776152, 132.04418214776814, 128.25267239421635, 130.12669963856908, 129.58066104514418, 133.716543053228, 135.92736480742022, 132.78506712793464, 126.80926793629219, 136.68740689766835, 134.3999687654826, 141.28642388519228, 133.42194564437133, 137.2280267232959, 132.29066574608427, 144.5157777020409, 147.62674896046693, 139.96001122107677, 142.32959093181557, 140.15160427383262, 141.5337285166261, 149.4678035356619, 144.37924183398886, 150.17574968933386, 148.62384979827686, 153.35281159596195, 148.53800817667366, 156.8265479059125, 161.6772533840299, 144.69825089322867, 153.63915334844563, 154.53608931448503, 152.32143526501852, 158.8375387707351, 163.30298615709492, 148.7299036587593, 149.2515788248081, 168.68714279539546, 160.10198456225723, 162.64728573696155, 157.7576462233306, 164.22165880190641, 171.74437719770214, 168.28212175524223, 167.66372182835897, 158.7500102851976, 172.21346222233265, 169.44793442388283, 167.26001724904157, 174.4125425301123, 167.86072066561212, 175.80386637505433, 179.9844293691613, 175.57107229034082, 173.58002702792373, 173.73924264272512, 179.41342671868878, 176.2398572037868, 191.13244951420293, 173.12441865681708, 180.4511893320755, 183.36285689719318, 183.6675865755846, 180.99623303501875, 190.86131271273595, 188.93426450321505, 190.1989345650851, 184.0603713181089, 186.2863128224515, 191.64124759769493, 184.59747296595927, 194.32783000868295, 191.39524752427894, 198.12297806759386, 191.56190217835996, 203.6708869516363, 197.55251526584263, 199.00215994938247, 193.83714345354048, 199.46670154762512, 196.35383433976094]}, 'episode_metrics': {'cartpole': {'learning_curve': [14.504778565331396, 21.60505068278355, 10.890135799788153, 22.668012070196536, 23.99418879834068, 27.314487415925292, 27.105509766416862, 19.910429009035415, 26.268898489860362, 31.363897745421223, 31.09020161218965, 25.990647897263877, 32.8795173713222, 36.2744462590222, 27.71850481894775, 23.69883130693716, 43.270316932035925, 36.876674570388715, 33.91354085554403, 34.64222352519689, 38.73395268761886, 44.105092052607795, 32.251059315642564, 38.695277200881286, 49.869837099772866, 46.623094779100505, 47.096538602773805, 46.33848255689447, 46.75240638266252, 43.75912448089127, 44.20891741217987, 51.930662237801826, 46.10196218056362, 51.11916290897431, 51.35867745662531, 62.45943791242099, 51.59788851831655, 59.14231656126001, 57.736525528319575, 54.51378556293834, 49.780063321197204, 56.63518220945176, 62.296182133735996, 52.57591209885418, 63.77854750767651, 67.21443435210587, 61.88003534955949, 66.86848350711752, 63.901272414629645, 66.95690720463263, 72.46790142877585, 58.1301202487772, 62.973905535980926, 73.95340718961677, 75.77560295651946, 62.46037031315766, 78.21151798903692, 58.43930291879967, 75.32794759347539, 74.193971426675, 70.33443678886825, 71.54226938179629, 72.6265814607871, 75.67923789648158, 87.53017687295814, 82.61551818736937, 86.57202065034619, 78.68961422557636, 82.35129462028581, 76.7420268144158, 81.60777639620649, 81.13750211467733, 87.24319612084103, 82.16572805113755, 82.41567534016272, 89.48175459622574, 88.13241516564091, 85.79732970714954, 85.96677934439425, 87.5956511224601, 96.07307263449349, 94.98764071181301, 90.02411437411784, 91.1230458953102, 89.86333348981482, 94.53370867177807, 98.01477126374496, 93.90529329493452, 110.13656780043412, 103.21891217523499, 100.83912228398997, 102.3253631249148, 95.84297711224971, 97.70486120814333, 111.21446057209917, 113.67549414662079, 95.32304285089951, 109.65192081046578, 115.10819251356294, 107.39128949970947, 117.59671765349411, 114.73673784780168, 114.0545509973581, 111.47670984648263, 114.06054961341084, 112.26293001496974, 116.88228581588032, 117.5640196688938, 115.02856178947586, 108.36482817964779, 118.02505951819839, 114.81063371740338, 115.19563865958665, 118.25000928703254, 126.73441188953417, 117.9443438249817, 119.96293891932797, 128.83386899300865, 122.3717665492387, 121.4639999776152, 132.04418214776814, 128.25267239421635, 130.12669963856908, 129.58066104514418, 133.716543053228, 135.92736480742022, 132.78506712793464, 126.80926793629219, 136.68740689766835, 134.3999687654826, 141.28642388519228, 133.42194564437133, 137.2280267232959, 132.29066574608427, 144.5157777020409, 147.62674896046693, 139.96001122107677, 142.32959093181557, 140.15160427383262, 141.5337285166261, 149.4678035356619, 144.37924183398886, 150.17574968933386, 148.62384979827686, 153.35281159596195, 148.53800817667366, 156.8265479059125, 161.6772533840299, 144.69825089322867, 153.63915334844563, 154.53608931448503, 152.32143526501852, 158.8375387707351, 163.30298615709492, 148.7299036587593, 149.2515788248081, 168.68714279539546, 160.10198456225723, 162.64728573696155, 157.7576462233306, 164.22165880190641, 171.74437719770214, 168.28212175524223, 167.66372182835897, 158.7500102851976, 172.21346222233265, 169.44793442388283, 167.26001724904157, 174.4125425301123, 167.86072066561212, 175.80386637505433, 179.9844293691613, 175.57107229034082, 173.58002702792373, 173.73924264272512, 179.41342671868878, 176.2398572037868, 191.13244951420293, 173.12441865681708, 180.4511893320755, 183.36285689719318, 183.6675865755846, 180.99623303501875, 190.86131271273595, 188.93426450321505, 190.1989345650851, 184.0603713181089, 186.2863128224515, 191.64124759769493, 184.59747296595927, 194.32783000868295, 191.39524752427894, 198.12297806759386, 191.56190217835996, 203.6708869516363, 197.55251526584263, 199.00215994938247, 193.83714345354048, 199.46670154762512, 196.35383433976094], 'final_performance': {'mean_reward': 24.1, 'std_reward': 0.0, 'mean_length': 24.1, 'std_length': 0.0, 'solved_rate': 0.0}}}}"
22,42,1,ffn,random,hybrid,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 16.7, 'std_reward': 0.0, 'mean_length': 16.7, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'transfer_metrics': {'backward_transfer': {}, 'forward_transfer': {}, 'final_performance': {'cartpole': {'mean_reward': 16.7, 'std_reward': 0.0, 'mean_length': 16.7, 'std_length': 0.0, 'solved_rate': 0.0}}, 'learning_curve_analysis': {'cartpole': {'final_reward': 199.07820784529977, 'mean_reward': 109.51191343631625, 'std_reward': 51.12784929784722, 'max_reward': 206.32937577427333, 'min_reward': 16.746588208407342, 'improvement_rate': 0.8816266441443752}}, 'convergence_metrics': {'cartpole': {'convergence_episode': 40, 'convergence_reward': 59.54859785270796, 'stability_std': 13.169563778173469}}}, 'task_metrics': {'training_metrics': {'num_weights': 50, 'num_biases': 22, 'avg_weight_magnitude': 0.08911641336032378, 'avg_bias_magnitude': 0.09415042314579258}, 'total_episodes': 200, 'final_episode_reward': 199.07820784529977, 'mean_episode_reward': 109.51191343631625, 'std_episode_reward': 51.12784929784722}, 'learning_curves': {'cartpole': [22.752879016424735, 26.909964734959047, 23.295329048489855, 16.746588208407342, 20.60248590217943, 21.606898828388008, 33.90252889397295, 31.227776485305537, 33.271053690557366, 24.55524401520519, 22.632735611823364, 32.76688655367391, 28.49893798565814, 33.15792899119421, 34.662340950724314, 31.524437797975065, 39.420554280003245, 27.998002203652632, 36.746982357424756, 40.492450763562026, 46.51133186475562, 39.57407200950857, 46.08714388662872, 46.658800605734825, 53.284007592514854, 44.11867346697898, 53.66039759168501, 48.35032563127678, 37.52931168375724, 46.24367638343, 42.417242200983765, 55.55128348064507, 49.64288742414627, 43.10222609567479, 55.01385653397073, 58.10774852578443, 50.38413167327924, 51.0647995676889, 55.208339872278934, 46.04660241416937, 59.54859785270796, 65.35655831191663, 54.546532282434484, 67.9152958405595, 64.57412338507179, 60.1148856903878, 64.57417886660807, 70.28844294327435, 63.90909072687606, 66.06285670041967, 62.32261463702578, 65.30061785675892, 70.30400046600572, 66.79824449130793, 66.08281118627808, 75.25493264201899, 72.81251723175268, 68.89943452065513, 80.9640148754724, 83.6680831788646, 79.07300107640522, 68.92671678477711, 77.83517605879106, 79.64310219695803, 69.67518519147372, 84.4603495201168, 80.44579961267733, 85.91287236172643, 79.67232475401288, 84.52110342987426, 85.65954936860392, 84.84293881779968, 87.25691649114616, 85.01446038477413, 80.68480786683241, 77.29156380701363, 85.31325417850346, 93.25406791605472, 85.00578454782622, 96.40402602442724, 98.95592913091328, 95.2635919481659, 92.970220198354, 99.82354125443379, 101.38509072937839, 95.37446479639127, 97.82406334582186, 94.232519246272, 100.63100318304167, 89.76521330857733, 99.53731882376746, 97.63386959306759, 102.35958455332931, 99.72397528023536, 95.03460996530552, 102.23054743974201, 104.02163618471936, 112.62614857352493, 104.99463355686741, 104.86237661907693, 104.04053836544736, 116.61274690652382, 110.68491752576716, 114.06163767264755, 105.88107135793088, 105.7257890231388, 110.89062136605352, 124.4161182735694, 111.74296227977385, 114.9694153026676, 119.06456279114411, 116.77421237273637, 123.19231950162242, 117.54460925509763, 117.09494136996794, 137.08913188634583, 119.71619741539206, 129.27580999669306, 121.48881212926374, 119.39526483420552, 127.54870519608718, 122.19547615287131, 127.8342731425086, 126.72077236234969, 137.85925610223947, 124.79030580485227, 136.7794312120579, 135.72553054499258, 134.05457857887384, 132.30922249011874, 137.86138425471063, 139.0264335981255, 140.7687392922547, 138.35432826321815, 134.87488538320318, 145.89232111367386, 142.38278673037, 140.2355906884016, 139.19200779057326, 149.71233710871638, 152.92179070823897, 149.77669320547716, 151.0122452543303, 154.5619195954869, 147.79070853299137, 161.1705051361613, 146.1021530358026, 151.08317888068152, 149.34221271790864, 154.41794125730024, 163.6545617530765, 154.70797428427207, 158.9079236162778, 143.15928560492557, 160.73845282219358, 164.4923560071939, 161.01470713793688, 155.96850228625715, 156.19767498047128, 160.32730938373, 157.95580602982713, 172.7799787569656, 168.13750259484178, 173.92340984759295, 166.15449425822746, 164.6774368552318, 165.88535715307475, 167.9889814332972, 168.72826477213232, 178.20895878608562, 177.56823133858086, 175.2543879626612, 166.50131409553515, 177.17527765094607, 175.0460172522587, 184.5311755197109, 182.87715972863808, 180.01081400652592, 169.71152817361622, 180.41952226566963, 178.73347656584806, 184.9267048198908, 178.08938923792402, 186.0117123957826, 174.50918660635506, 179.57191954506115, 183.00072517687232, 185.56908597104865, 191.14457929384287, 181.82474094903114, 187.7941208444386, 188.82130318767966, 196.2399942629275, 192.74137538100194, 189.76311761126914, 190.10585059215597, 193.63610873797583, 189.0579157145978, 206.32937577427333, 199.07820784529977]}, 'episode_metrics': {'cartpole': {'learning_curve': [22.752879016424735, 26.909964734959047, 23.295329048489855, 16.746588208407342, 20.60248590217943, 21.606898828388008, 33.90252889397295, 31.227776485305537, 33.271053690557366, 24.55524401520519, 22.632735611823364, 32.76688655367391, 28.49893798565814, 33.15792899119421, 34.662340950724314, 31.524437797975065, 39.420554280003245, 27.998002203652632, 36.746982357424756, 40.492450763562026, 46.51133186475562, 39.57407200950857, 46.08714388662872, 46.658800605734825, 53.284007592514854, 44.11867346697898, 53.66039759168501, 48.35032563127678, 37.52931168375724, 46.24367638343, 42.417242200983765, 55.55128348064507, 49.64288742414627, 43.10222609567479, 55.01385653397073, 58.10774852578443, 50.38413167327924, 51.0647995676889, 55.208339872278934, 46.04660241416937, 59.54859785270796, 65.35655831191663, 54.546532282434484, 67.9152958405595, 64.57412338507179, 60.1148856903878, 64.57417886660807, 70.28844294327435, 63.90909072687606, 66.06285670041967, 62.32261463702578, 65.30061785675892, 70.30400046600572, 66.79824449130793, 66.08281118627808, 75.25493264201899, 72.81251723175268, 68.89943452065513, 80.9640148754724, 83.6680831788646, 79.07300107640522, 68.92671678477711, 77.83517605879106, 79.64310219695803, 69.67518519147372, 84.4603495201168, 80.44579961267733, 85.91287236172643, 79.67232475401288, 84.52110342987426, 85.65954936860392, 84.84293881779968, 87.25691649114616, 85.01446038477413, 80.68480786683241, 77.29156380701363, 85.31325417850346, 93.25406791605472, 85.00578454782622, 96.40402602442724, 98.95592913091328, 95.2635919481659, 92.970220198354, 99.82354125443379, 101.38509072937839, 95.37446479639127, 97.82406334582186, 94.232519246272, 100.63100318304167, 89.76521330857733, 99.53731882376746, 97.63386959306759, 102.35958455332931, 99.72397528023536, 95.03460996530552, 102.23054743974201, 104.02163618471936, 112.62614857352493, 104.99463355686741, 104.86237661907693, 104.04053836544736, 116.61274690652382, 110.68491752576716, 114.06163767264755, 105.88107135793088, 105.7257890231388, 110.89062136605352, 124.4161182735694, 111.74296227977385, 114.9694153026676, 119.06456279114411, 116.77421237273637, 123.19231950162242, 117.54460925509763, 117.09494136996794, 137.08913188634583, 119.71619741539206, 129.27580999669306, 121.48881212926374, 119.39526483420552, 127.54870519608718, 122.19547615287131, 127.8342731425086, 126.72077236234969, 137.85925610223947, 124.79030580485227, 136.7794312120579, 135.72553054499258, 134.05457857887384, 132.30922249011874, 137.86138425471063, 139.0264335981255, 140.7687392922547, 138.35432826321815, 134.87488538320318, 145.89232111367386, 142.38278673037, 140.2355906884016, 139.19200779057326, 149.71233710871638, 152.92179070823897, 149.77669320547716, 151.0122452543303, 154.5619195954869, 147.79070853299137, 161.1705051361613, 146.1021530358026, 151.08317888068152, 149.34221271790864, 154.41794125730024, 163.6545617530765, 154.70797428427207, 158.9079236162778, 143.15928560492557, 160.73845282219358, 164.4923560071939, 161.01470713793688, 155.96850228625715, 156.19767498047128, 160.32730938373, 157.95580602982713, 172.7799787569656, 168.13750259484178, 173.92340984759295, 166.15449425822746, 164.6774368552318, 165.88535715307475, 167.9889814332972, 168.72826477213232, 178.20895878608562, 177.56823133858086, 175.2543879626612, 166.50131409553515, 177.17527765094607, 175.0460172522587, 184.5311755197109, 182.87715972863808, 180.01081400652592, 169.71152817361622, 180.41952226566963, 178.73347656584806, 184.9267048198908, 178.08938923792402, 186.0117123957826, 174.50918660635506, 179.57191954506115, 183.00072517687232, 185.56908597104865, 191.14457929384287, 181.82474094903114, 187.7941208444386, 188.82130318767966, 196.2399942629275, 192.74137538100194, 189.76311761126914, 190.10585059215597, 193.63610873797583, 189.0579157145978, 206.32937577427333, 199.07820784529977], 'final_performance': {'mean_reward': 16.7, 'std_reward': 0.0, 'mean_length': 16.7, 'std_length': 0.0, 'solved_rate': 0.0}}}}"
