network_size,seed,num_layers,network_type,strategy,task,topology,performance
50,42,1,rnn,random,cartpole,small_world,"{'SAC': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 99, 'density': 0.08081632653061224, 'avg_degree': 3.96, 'num_output_edges': 15, 'original_edges': 100, 'pruned_edges': 99, 'edges_removed': 1, 'diameter': 7, 'avg_shortest_path': 3.6775510204081634}, 'network_metrics': {'num_input_weights': 198, 'num_recurrent_weights': 198, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.08117565167093638, 'avg_recurrent_weight_magnitude': 0.07391535054636773, 'avg_hidden_weight_magnitude': 0.08031005111090657, 'avg_bias_magnitude': 0.08144437612792615}, 'mask_integrity': {'initial_sparsity': 0.0, 'leaked_edges': 0, 'final_sparsity': 0.0}, 'learning_signal': {'input_hidden_gradients': [], 'hidden_hidden_gradients': [], 'hidden_output_gradients': [], 'active_hidden_units': 40}, 'learning_footprint': {'rewards_at_steps': {'2k': 0, '5k': 0, '10k': 0, '20k': 0}, 'parameter_normalized_score': 0.40896549002613386}, 'node_metrics': {'input_nodes': {13: {'degree': 5, 'betweenness_centrality': 0.14064987827742928, 'closeness_centrality': 0.3333333333333333, 'pagerank': 0.023550892359552874, 'eigenvector_centrality': 0.23574892495519936}, 39: {'degree': 5, 'betweenness_centrality': 0.08499824532987799, 'closeness_centrality': 0.3006134969325153, 'pagerank': 0.024618958157176248, 'eigenvector_centrality': 0.10456917701738254}, 30: {'degree': 4, 'betweenness_centrality': 0.038060144692797754, 'closeness_centrality': 0.24623115577889448, 'pagerank': 0.02121911861695219, 'eigenvector_centrality': 0.07878511691192813}, 45: {'degree': 4, 'betweenness_centrality': 0.06116813789007666, 'closeness_centrality': 0.25654450261780104, 'pagerank': 0.0209418243179639, 'eigenvector_centrality': 0.06300718682613611}, 17: {'degree': 4, 'betweenness_centrality': 0.024701828783461444, 'closeness_centrality': 0.26063829787234044, 'pagerank': 0.020324647078674467, 'eigenvector_centrality': 0.0996203993225634}}, 'output_nodes': {48: {'degree': 4, 'betweenness_centrality': 0.025071873987690313, 'closeness_centrality': 0.23444976076555024, 'pagerank': 0.020726400412286478, 'eigenvector_centrality': 0.0722040571828294}, 26: {'degree': 2, 'betweenness_centrality': 0.0, 'closeness_centrality': 0.21777777777777776, 'pagerank': 0.012244515283637932, 'eigenvector_centrality': 0.03527861499547682}, 25: {'degree': 3, 'betweenness_centrality': 0.08776663623602399, 'closeness_centrality': 0.29878048780487804, 'pagerank': 0.015896629478268014, 'eigenvector_centrality': 0.09482524623974553}, 32: {'degree': 3, 'betweenness_centrality': 0.02207172551560307, 'closeness_centrality': 0.23671497584541062, 'pagerank': 0.016391238821017787, 'eigenvector_centrality': 0.04889747225878818}, 19: {'degree': 3, 'betweenness_centrality': 0.00028344671201814054, 'closeness_centrality': 0.22685185185185186, 'pagerank': 0.015888768056237984, 'eigenvector_centrality': 0.07385431760105433}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'mean_reward': 498.47841142060634, 'std_reward': 42.425524282980504, 'mean_length': 492.3571128117318, 'std_length': 14.16673674605628, 'solved_rate': 0.9639302842413107}, 'convergence_metrics': {'training_time': 0.11589932441711426, 'iterations_to_converge': 645, 'final_loss': 0.35991889954342915}}, 'A2C': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 99, 'density': 0.08081632653061224, 'avg_degree': 3.96, 'num_output_edges': 15, 'original_edges': 100, 'pruned_edges': 99, 'edges_removed': 1, 'diameter': 7, 'avg_shortest_path': 3.6775510204081634}, 'network_metrics': {'num_input_weights': 198, 'num_recurrent_weights': 198, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.08117565167093638, 'avg_recurrent_weight_magnitude': 0.07391535054636773, 'avg_hidden_weight_magnitude': 0.08031005111090657, 'avg_bias_magnitude': 0.08144437612792615}, 'mask_integrity': {'initial_sparsity': 0.0, 'leaked_edges': 0, 'final_sparsity': 0.0}, 'learning_signal': {'input_hidden_gradients': [], 'hidden_hidden_gradients': [], 'hidden_output_gradients': [], 'active_hidden_units': 40}, 'learning_footprint': {'rewards_at_steps': {'2k': 0, '5k': 0, '10k': 0, '20k': 0}, 'parameter_normalized_score': 0.40896549002613386}, 'node_metrics': {'input_nodes': {13: {'degree': 5, 'betweenness_centrality': 0.14064987827742928, 'closeness_centrality': 0.3333333333333333, 'pagerank': 0.023550892359552874, 'eigenvector_centrality': 0.23574892495519936}, 39: {'degree': 5, 'betweenness_centrality': 0.08499824532987799, 'closeness_centrality': 0.3006134969325153, 'pagerank': 0.024618958157176248, 'eigenvector_centrality': 0.10456917701738254}, 30: {'degree': 4, 'betweenness_centrality': 0.038060144692797754, 'closeness_centrality': 0.24623115577889448, 'pagerank': 0.02121911861695219, 'eigenvector_centrality': 0.07878511691192813}, 45: {'degree': 4, 'betweenness_centrality': 0.06116813789007666, 'closeness_centrality': 0.25654450261780104, 'pagerank': 0.0209418243179639, 'eigenvector_centrality': 0.06300718682613611}, 17: {'degree': 4, 'betweenness_centrality': 0.024701828783461444, 'closeness_centrality': 0.26063829787234044, 'pagerank': 0.020324647078674467, 'eigenvector_centrality': 0.0996203993225634}}, 'output_nodes': {48: {'degree': 4, 'betweenness_centrality': 0.025071873987690313, 'closeness_centrality': 0.23444976076555024, 'pagerank': 0.020726400412286478, 'eigenvector_centrality': 0.0722040571828294}, 26: {'degree': 2, 'betweenness_centrality': 0.0, 'closeness_centrality': 0.21777777777777776, 'pagerank': 0.012244515283637932, 'eigenvector_centrality': 0.03527861499547682}, 25: {'degree': 3, 'betweenness_centrality': 0.08776663623602399, 'closeness_centrality': 0.29878048780487804, 'pagerank': 0.015896629478268014, 'eigenvector_centrality': 0.09482524623974553}, 32: {'degree': 3, 'betweenness_centrality': 0.02207172551560307, 'closeness_centrality': 0.23671497584541062, 'pagerank': 0.016391238821017787, 'eigenvector_centrality': 0.04889747225878818}, 19: {'degree': 3, 'betweenness_centrality': 0.00028344671201814054, 'closeness_centrality': 0.22685185185185186, 'pagerank': 0.015888768056237984, 'eigenvector_centrality': 0.07385431760105433}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'mean_reward': 454.90040525704575, 'std_reward': 32.03941005010612, 'mean_length': 437.7540398295535, 'std_length': 26.23279154370827, 'solved_rate': 0.973152407071769}, 'convergence_metrics': {'training_time': 0.10800814628601074, 'iterations_to_converge': 444, 'final_loss': 0.37410234157944844}}, 'PPO': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 99, 'density': 0.08081632653061224, 'avg_degree': 3.96, 'num_output_edges': 15, 'original_edges': 100, 'pruned_edges': 99, 'edges_removed': 1, 'diameter': 7, 'avg_shortest_path': 3.6775510204081634}, 'network_metrics': {'num_input_weights': 198, 'num_recurrent_weights': 198, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.08117565167093638, 'avg_recurrent_weight_magnitude': 0.07391535054636773, 'avg_hidden_weight_magnitude': 0.08031005111090657, 'avg_bias_magnitude': 0.08144437612792615}, 'mask_integrity': {'initial_sparsity': 0.0, 'leaked_edges': 0, 'final_sparsity': 0.0}, 'learning_signal': {'input_hidden_gradients': [], 'hidden_hidden_gradients': [], 'hidden_output_gradients': [], 'active_hidden_units': 40}, 'learning_footprint': {'rewards_at_steps': {'2k': 0, '5k': 0, '10k': 0, '20k': 0}, 'parameter_normalized_score': 0.40896549002613386}, 'node_metrics': {'input_nodes': {13: {'degree': 5, 'betweenness_centrality': 0.14064987827742928, 'closeness_centrality': 0.3333333333333333, 'pagerank': 0.023550892359552874, 'eigenvector_centrality': 0.23574892495519936}, 39: {'degree': 5, 'betweenness_centrality': 0.08499824532987799, 'closeness_centrality': 0.3006134969325153, 'pagerank': 0.024618958157176248, 'eigenvector_centrality': 0.10456917701738254}, 30: {'degree': 4, 'betweenness_centrality': 0.038060144692797754, 'closeness_centrality': 0.24623115577889448, 'pagerank': 0.02121911861695219, 'eigenvector_centrality': 0.07878511691192813}, 45: {'degree': 4, 'betweenness_centrality': 0.06116813789007666, 'closeness_centrality': 0.25654450261780104, 'pagerank': 0.0209418243179639, 'eigenvector_centrality': 0.06300718682613611}, 17: {'degree': 4, 'betweenness_centrality': 0.024701828783461444, 'closeness_centrality': 0.26063829787234044, 'pagerank': 0.020324647078674467, 'eigenvector_centrality': 0.0996203993225634}}, 'output_nodes': {48: {'degree': 4, 'betweenness_centrality': 0.025071873987690313, 'closeness_centrality': 0.23444976076555024, 'pagerank': 0.020726400412286478, 'eigenvector_centrality': 0.0722040571828294}, 26: {'degree': 2, 'betweenness_centrality': 0.0, 'closeness_centrality': 0.21777777777777776, 'pagerank': 0.012244515283637932, 'eigenvector_centrality': 0.03527861499547682}, 25: {'degree': 3, 'betweenness_centrality': 0.08776663623602399, 'closeness_centrality': 0.29878048780487804, 'pagerank': 0.015896629478268014, 'eigenvector_centrality': 0.09482524623974553}, 32: {'degree': 3, 'betweenness_centrality': 0.02207172551560307, 'closeness_centrality': 0.23671497584541062, 'pagerank': 0.016391238821017787, 'eigenvector_centrality': 0.04889747225878818}, 19: {'degree': 3, 'betweenness_centrality': 0.00028344671201814054, 'closeness_centrality': 0.22685185185185186, 'pagerank': 0.015888768056237984, 'eigenvector_centrality': 0.07385431760105433}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'mean_reward': 489.1227260712561, 'std_reward': 36.11225627545059, 'mean_length': 485.7905109895918, 'std_length': 34.50860182677657, 'solved_rate': 0.9569742329129087}, 'convergence_metrics': {'training_time': 0.11113309860229492, 'iterations_to_converge': 917, 'final_loss': 0.31373643861929623}}}"
50,42,1,rnn,random,cartpole,modular,"{'SAC': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 234, 'density': 0.1910204081632653, 'avg_degree': 9.36, 'num_output_edges': 48, 'original_edges': 240, 'pruned_edges': 238, 'edges_removed': 2, 'diameter': 4, 'avg_shortest_path': 1.9648979591836735}, 'network_metrics': {'num_input_weights': 468, 'num_recurrent_weights': 468, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.08340977250428527, 'avg_recurrent_weight_magnitude': 0.07859531940173686, 'avg_hidden_weight_magnitude': 0.08075237930627932, 'avg_bias_magnitude': 0.08664030708906985}, 'mask_integrity': {'initial_sparsity': 0.0, 'leaked_edges': 0, 'final_sparsity': 0.0}, 'learning_signal': {'input_hidden_gradients': [], 'hidden_hidden_gradients': [], 'hidden_output_gradients': [], 'active_hidden_units': 40}, 'learning_footprint': {'rewards_at_steps': {'2k': 0, '5k': 0, '10k': 0, '20k': 0}, 'parameter_normalized_score': 0.2507759081684927}, 'node_metrics': {'input_nodes': {13: {'degree': 12, 'betweenness_centrality': 0.024272020855943908, 'closeness_centrality': 0.5268817204301075, 'pagerank': 0.02453429930303191, 'eigenvector_centrality': 0.1765271819748617}, 39: {'degree': 4, 'betweenness_centrality': 0.004978501140716026, 'closeness_centrality': 0.4298245614035088, 'pagerank': 0.010615125355333958, 'eigenvector_centrality': 0.04968597216279586}, 30: {'degree': 3, 'betweenness_centrality': 0.0002512368583797155, 'closeness_centrality': 0.3983739837398374, 'pagerank': 0.008563990699399135, 'eigenvector_centrality': 0.041626555676655526}, 45: {'degree': 7, 'betweenness_centrality': 0.00794207408077298, 'closeness_centrality': 0.48514851485148514, 'pagerank': 0.015627649600681467, 'eigenvector_centrality': 0.09947780756165342}, 17: {'degree': 6, 'betweenness_centrality': 0.0029999620794623, 'closeness_centrality': 0.4666666666666667, 'pagerank': 0.01367425741630164, 'eigenvector_centrality': 0.09569074592507819}}, 'output_nodes': {48: {'degree': 8, 'betweenness_centrality': 0.008506792131182103, 'closeness_centrality': 0.48514851485148514, 'pagerank': 0.017412259640445623, 'eigenvector_centrality': 0.1192562069183803}, 26: {'degree': 10, 'betweenness_centrality': 0.026873141311837843, 'closeness_centrality': 0.5212765957446809, 'pagerank': 0.021414969458893592, 'eigenvector_centrality': 0.12736766613821998}, 25: {'degree': 11, 'betweenness_centrality': 0.02700810258496491, 'closeness_centrality': 0.550561797752809, 'pagerank': 0.02275421648451731, 'eigenvector_centrality': 0.1678308309408338}, 32: {'degree': 11, 'betweenness_centrality': 0.02653223015529723, 'closeness_centrality': 0.5384615384615384, 'pagerank': 0.02304509372147992, 'eigenvector_centrality': 0.15328712725221091}, 19: {'degree': 8, 'betweenness_centrality': 0.01026134180968483, 'closeness_centrality': 0.4803921568627451, 'pagerank': 0.017265206933634078, 'eigenvector_centrality': 0.1258456431835427}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'mean_reward': 433.0955428622847, 'std_reward': 32.728894533300284, 'mean_length': 422.8837539720105, 'std_length': 41.55597773746396, 'solved_rate': 0.9730632820542783}, 'convergence_metrics': {'training_time': 0.10399246215820312, 'iterations_to_converge': 947, 'final_loss': 0.2648483808469815}}, 'A2C': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 234, 'density': 0.1910204081632653, 'avg_degree': 9.36, 'num_output_edges': 48, 'original_edges': 240, 'pruned_edges': 238, 'edges_removed': 2, 'diameter': 4, 'avg_shortest_path': 1.9648979591836735}, 'network_metrics': {'num_input_weights': 468, 'num_recurrent_weights': 468, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.08340977250428527, 'avg_recurrent_weight_magnitude': 0.07859531940173686, 'avg_hidden_weight_magnitude': 0.08075237930627932, 'avg_bias_magnitude': 0.08664030708906985}, 'mask_integrity': {'initial_sparsity': 0.0, 'leaked_edges': 0, 'final_sparsity': 0.0}, 'learning_signal': {'input_hidden_gradients': [], 'hidden_hidden_gradients': [], 'hidden_output_gradients': [], 'active_hidden_units': 40}, 'learning_footprint': {'rewards_at_steps': {'2k': 0, '5k': 0, '10k': 0, '20k': 0}, 'parameter_normalized_score': 0.2507759081684927}, 'node_metrics': {'input_nodes': {13: {'degree': 12, 'betweenness_centrality': 0.024272020855943908, 'closeness_centrality': 0.5268817204301075, 'pagerank': 0.02453429930303191, 'eigenvector_centrality': 0.1765271819748617}, 39: {'degree': 4, 'betweenness_centrality': 0.004978501140716026, 'closeness_centrality': 0.4298245614035088, 'pagerank': 0.010615125355333958, 'eigenvector_centrality': 0.04968597216279586}, 30: {'degree': 3, 'betweenness_centrality': 0.0002512368583797155, 'closeness_centrality': 0.3983739837398374, 'pagerank': 0.008563990699399135, 'eigenvector_centrality': 0.041626555676655526}, 45: {'degree': 7, 'betweenness_centrality': 0.00794207408077298, 'closeness_centrality': 0.48514851485148514, 'pagerank': 0.015627649600681467, 'eigenvector_centrality': 0.09947780756165342}, 17: {'degree': 6, 'betweenness_centrality': 0.0029999620794623, 'closeness_centrality': 0.4666666666666667, 'pagerank': 0.01367425741630164, 'eigenvector_centrality': 0.09569074592507819}}, 'output_nodes': {48: {'degree': 8, 'betweenness_centrality': 0.008506792131182103, 'closeness_centrality': 0.48514851485148514, 'pagerank': 0.017412259640445623, 'eigenvector_centrality': 0.1192562069183803}, 26: {'degree': 10, 'betweenness_centrality': 0.026873141311837843, 'closeness_centrality': 0.5212765957446809, 'pagerank': 0.021414969458893592, 'eigenvector_centrality': 0.12736766613821998}, 25: {'degree': 11, 'betweenness_centrality': 0.02700810258496491, 'closeness_centrality': 0.550561797752809, 'pagerank': 0.02275421648451731, 'eigenvector_centrality': 0.1678308309408338}, 32: {'degree': 11, 'betweenness_centrality': 0.02653223015529723, 'closeness_centrality': 0.5384615384615384, 'pagerank': 0.02304509372147992, 'eigenvector_centrality': 0.15328712725221091}, 19: {'degree': 8, 'betweenness_centrality': 0.01026134180968483, 'closeness_centrality': 0.4803921568627451, 'pagerank': 0.017265206933634078, 'eigenvector_centrality': 0.1258456431835427}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'mean_reward': 401.8502058662627, 'std_reward': 40.32683454638217, 'mean_length': 489.24867695601483, 'std_length': 15.001813559777478, 'solved_rate': 0.9854547531807069}, 'convergence_metrics': {'training_time': 0.11237001419067383, 'iterations_to_converge': 378, 'final_loss': 0.23215156373537674}}, 'PPO': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 234, 'density': 0.1910204081632653, 'avg_degree': 9.36, 'num_output_edges': 48, 'original_edges': 240, 'pruned_edges': 238, 'edges_removed': 2, 'diameter': 4, 'avg_shortest_path': 1.9648979591836735}, 'network_metrics': {'num_input_weights': 468, 'num_recurrent_weights': 468, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.08340977250428527, 'avg_recurrent_weight_magnitude': 0.07859531940173686, 'avg_hidden_weight_magnitude': 0.08075237930627932, 'avg_bias_magnitude': 0.08664030708906985}, 'mask_integrity': {'initial_sparsity': 0.0, 'leaked_edges': 0, 'final_sparsity': 0.0}, 'learning_signal': {'input_hidden_gradients': [], 'hidden_hidden_gradients': [], 'hidden_output_gradients': [], 'active_hidden_units': 40}, 'learning_footprint': {'rewards_at_steps': {'2k': 0, '5k': 0, '10k': 0, '20k': 0}, 'parameter_normalized_score': 0.2507759081684927}, 'node_metrics': {'input_nodes': {13: {'degree': 12, 'betweenness_centrality': 0.024272020855943908, 'closeness_centrality': 0.5268817204301075, 'pagerank': 0.02453429930303191, 'eigenvector_centrality': 0.1765271819748617}, 39: {'degree': 4, 'betweenness_centrality': 0.004978501140716026, 'closeness_centrality': 0.4298245614035088, 'pagerank': 0.010615125355333958, 'eigenvector_centrality': 0.04968597216279586}, 30: {'degree': 3, 'betweenness_centrality': 0.0002512368583797155, 'closeness_centrality': 0.3983739837398374, 'pagerank': 0.008563990699399135, 'eigenvector_centrality': 0.041626555676655526}, 45: {'degree': 7, 'betweenness_centrality': 0.00794207408077298, 'closeness_centrality': 0.48514851485148514, 'pagerank': 0.015627649600681467, 'eigenvector_centrality': 0.09947780756165342}, 17: {'degree': 6, 'betweenness_centrality': 0.0029999620794623, 'closeness_centrality': 0.4666666666666667, 'pagerank': 0.01367425741630164, 'eigenvector_centrality': 0.09569074592507819}}, 'output_nodes': {48: {'degree': 8, 'betweenness_centrality': 0.008506792131182103, 'closeness_centrality': 0.48514851485148514, 'pagerank': 0.017412259640445623, 'eigenvector_centrality': 0.1192562069183803}, 26: {'degree': 10, 'betweenness_centrality': 0.026873141311837843, 'closeness_centrality': 0.5212765957446809, 'pagerank': 0.021414969458893592, 'eigenvector_centrality': 0.12736766613821998}, 25: {'degree': 11, 'betweenness_centrality': 0.02700810258496491, 'closeness_centrality': 0.550561797752809, 'pagerank': 0.02275421648451731, 'eigenvector_centrality': 0.1678308309408338}, 32: {'degree': 11, 'betweenness_centrality': 0.02653223015529723, 'closeness_centrality': 0.5384615384615384, 'pagerank': 0.02304509372147992, 'eigenvector_centrality': 0.15328712725221091}, 19: {'degree': 8, 'betweenness_centrality': 0.01026134180968483, 'closeness_centrality': 0.4803921568627451, 'pagerank': 0.017265206933634078, 'eigenvector_centrality': 0.1258456431835427}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'mean_reward': 435.3469765805034, 'std_reward': 34.785804626196565, 'mean_length': 436.3078262065214, 'std_length': 15.481591756959867, 'solved_rate': 0.9808898078674096}, 'convergence_metrics': {'training_time': 0.10461997985839844, 'iterations_to_converge': 268, 'final_loss': 0.154186344683015}}}"
