timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len
1000.0,4.371898651123047,101.0,2.0,0.6000000238418579,0.0,26.0,12.0,6.0
2000.0,6.955012083053589,189.0,0.0,0.0,0.0,6.0,6.0,6.0
3000.0,9.539361715316772,276.0,2.0,1.0,0.0,26.0,16.0,6.0
4000.0,12.110859394073486,370.0,2.0,0.6000000238418579,0.0,26.0,12.0,6.0
5000.0,14.68974256515503,462.0,1.0,0.4000000059604645,0.0,16.0,10.0,6.0
6000.0,17.266941785812378,544.0,1.0,0.20000000298023224,0.0,16.0,8.0,6.0
7000.0,19.851795196533203,631.0,1.0,0.6000000238418579,0.0,16.0,12.0,6.0
8000.0,22.419511318206787,724.0,1.0,0.4000000059604645,0.0,16.0,10.0,6.0
9000.0,25.028661012649536,807.0,1.0,0.20000000298023224,0.0,16.0,8.0,6.0
10000.0,27.595776796340942,904.0,1.0,0.6000000238418579,0.0,16.0,12.0,6.0
11000.0,30.272336721420288,989.0,1.0,0.20000000298023224,0.0,16.0,8.0,6.0
12000.0,33.32610464096069,1076.0,2.0,0.6000000238418579,0.0,28.0,12.4,6.0
13000.0,36.464821100234985,1171.0,1.0,0.4000000059604645,0.0,16.0,10.0,6.0
14000.0,39.60350680351257,1252.0,1.0,0.4000000059604645,0.0,16.0,10.0,6.0
15000.0,42.738434076309204,1331.0,2.0,0.6000000238418579,0.0,26.0,12.0,6.0
16000.0,45.875019788742065,1411.0,3.0,1.399999976158142,1.0,38.0,20.4,16.0
17000.0,49.046929359436035,1490.0,1.0,0.4000000059604645,0.0,16.0,10.0,6.0
18000.0,52.204524755477905,1558.0,2.0,0.6000000238418579,0.0,28.0,12.4,6.0
19000.0,55.34086894989014,1632.0,2.0,1.0,0.0,28.0,16.4,6.0
20000.0,58.47884249687195,1718.0,0.0,0.0,0.0,6.0,6.0,6.0
21000.0,61.631338596343994,1784.0,1.0,0.6000000238418579,0.0,16.0,12.0,6.0
22000.0,64.77744722366333,1852.0,2.0,1.0,0.0,26.0,16.0,6.0
23000.0,67.91888928413391,1911.0,2.0,0.800000011920929,0.0,26.0,14.0,6.0
24000.0,71.05832934379578,1971.0,2.0,1.0,0.0,26.0,16.0,6.0
25000.0,74.21466541290283,2030.0,2.0,1.0,0.0,28.0,16.4,6.0
26000.0,77.35849595069885,2085.0,4.0,1.2000000476837158,0.0,48.0,18.4,6.0
27000.0,80.50912308692932,2141.0,3.0,1.2000000476837158,0.0,38.0,18.4,6.0
28000.0,83.65910768508911,2211.0,2.0,0.800000011920929,0.0,28.0,14.4,6.0
29000.0,86.803959608078,2257.0,3.0,1.399999976158142,0.0,38.0,20.4,6.0
30000.0,89.95425963401794,2307.0,2.0,1.0,0.0,26.0,16.0,6.0
