{'iter_count': 1, 's': 1.0083918056125185e-07}
{'iter_count': 40, 's': 0.00020666825002990663}
{'iter_count': 41, 's': 0.00028239586390554905}
{'iter_count': 42, 's': 0.00039375541382469237}
{'iter_count': 43, 's': 0.0005392141756601632}
{'iter_count': 44, 's': 0.0007381635950878263}
{'iter_count': 45, 's': 0.0010121556697413325}
{'iter_count': 46, 's': 0.0013886610977351665}
{'iter_count': 47, 's': 0.001934544532559812}
{'iter_count': 48, 's': 0.0026761097833514214}
{'iter_count': 49, 's': 0.003729000221937895}
{'iter_count': 50, 's': 0.005292643792927265}
{'iter_count': 51, 's': 0.007483827415853739}
{'iter_count': 52, 's': 0.011100072413682938}
{'iter_count': 53, 's': 0.01699448749423027}
{'iter_count': 54, 's': 0.009378449991345406}
{'iter_count': 55, 's': 0.014207765460014343}
{'iter_count': 56, 's': 0.007862048223614693}
{'iter_count': 57, 's': 0.01168585754930973}
{'iter_count': 58, 's': 0.00858395453542471}
{'iter_count': 59, 's': 0.012715501710772514}
{'iter_count': 60, 's': 0.007462093606591225}
{'iter_count': 61, 's': 0.010999036952853203}
{'iter_count': 62, 's': 0.008030189201235771}
{'iter_count': 63, 's': 0.01192789152264595}
{'iter_count': 64, 's': 0.007683324161916971}
{'iter_count': 65, 's': 0.011403284966945648}
{'iter_count': 66, 's': 0.007457518018782139}
{'iter_count': 67, 's': 0.011232472956180573}
{'iter_count': 68, 's': 0.006996742449700832}
{'iter_count': 69, 's': 0.010579248890280724}
{'iter_count': 70, 's': 0.007452487014234066}
{'iter_count': 71, 's': 0.011302145197987556}
{'iter_count': 72, 's': 0.007053642068058252}
{'iter_count': 73, 's': 0.010758655145764351}
{'iter_count': 74, 's': 0.0171160027384758}
{'iter_count': 75, 's': 0.007284144870936871}
{'iter_count': 76, 's': 0.011369042098522186}
{'iter_count': 77, 's': 0.018198112025856972}
{'iter_count': 78, 's': 0.0077939219772815704}
{'iter_count': 79, 's': 0.012304933741688728}
{'iter_count': 80, 's': 0.019909804686903954}
{'iter_count': 81, 's': 0.007333182264119387}
{'iter_count': 82, 's': 0.011545724235475063}
{'iter_count': 83, 's': 0.018219521269202232}
{'iter_count': 84, 's': 0.008334735408425331}
{'iter_count': 85, 's': 0.013369887135922909}
{'iter_count': 86, 's': 0.011103175580501556}
{'iter_count': 87, 's': 0.017962537705898285}
{'iter_count': 88, 's': 0.007423611357808113}
{'iter_count': 89, 's': 0.011852220632135868}
{'iter_count': 90, 's': 0.01813371479511261}
{'iter_count': 91, 's': 0.0074572479352355}
{'iter_count': 92, 's': 0.011928489431738853}
{'iter_count': 93, 's': 0.017401961609721184}
{'iter_count': 94, 's': 0.007419750560075045}
{'iter_count': 95, 's': 0.011862866580486298}
{'iter_count': 96, 's': 0.017902744933962822}
{'iter_count': 97, 's': 0.02566419541835785}
{'iter_count': 98, 's': 0.024631913751363754}
{'iter_count': 99, 's': 0.020328421145677567}
{'iter_count': 100, 's': 0.02885325998067856}
{'iter_count': 101, 's': 0.01575424149632454}
{'iter_count': 102, 's': 0.02280602604150772}
{'iter_count': 103, 's': 0.025397416204214096}
{'iter_count': 104, 's': 0.023235822096467018}
{'iter_count': 105, 's': 0.023225536569952965}
{'iter_count': 106, 's': 0.02381427213549614}
{'iter_count': 107, 's': 0.03313574939966202}
{'iter_count': 108, 's': 0.0183150302618742}
{'iter_count': 109, 's': 0.02439766749739647}
{'iter_count': 110, 's': 0.01908830739557743}
{'iter_count': 111, 's': 0.02222251519560814}
{'iter_count': 112, 's': 0.023689620196819305}
{'iter_count': 113, 's': 0.02350960299372673}
{'iter_count': 114, 's': 0.02616335079073906}
{'iter_count': 115, 's': 0.01531262043863535}
{'iter_count': 116, 's': 0.02237093076109886}
{'iter_count': 117, 's': 0.024942949414253235}
{'iter_count': 118, 's': 0.018229890614748}
{'iter_count': 119, 's': 0.02480696514248848}
{'iter_count': 120, 's': 0.02224499173462391}
{'iter_count': 121, 's': 0.03101816028356552}
{'iter_count': 122, 's': 0.021685250103473663}
{'iter_count': 123, 's': 0.03002423793077469}
{'iter_count': 124, 's': 0.03718153387308121}
{'iter_count': 125, 's': 0.022068705409765244}
{'iter_count': 126, 's': 0.030744027346372604}
{'iter_count': 127, 's': 0.022071518003940582}
{'iter_count': 128, 's': 0.029864707961678505}
{'iter_count': 129, 's': 0.03319673612713814}
{'iter_count': 130, 's': 0.0204487144947052}
{'iter_count': 131, 's': 0.030003244057297707}
{'iter_count': 132, 's': 0.02178187668323517}
{'iter_count': 133, 's': 0.028629936277866364}
{'iter_count': 134, 's': 0.030588719993829727}
{'iter_count': 135, 's': 0.027567746117711067}
{'iter_count': 136, 's': 0.02844333089888096}
{'iter_count': 137, 's': 0.03156593441963196}
{'iter_count': 138, 's': 0.021015018224716187}
{'iter_count': 139, 's': 0.02576233446598053}
{'iter_count': 140, 's': 0.027447203174233437}
{'iter_count': 141, 's': 0.028712328523397446}
{'iter_count': 142, 's': 0.03177846223115921}
{'iter_count': 143, 's': 0.020418912172317505}
{'iter_count': 144, 's': 0.029735097661614418}
{'iter_count': 145, 's': 0.029864327982068062}
{'iter_count': 146, 's': 0.032972902059555054}
{'iter_count': 147, 's': 0.029253052547574043}
{'iter_count': 148, 's': 0.032035380601882935}
{'iter_count': 149, 's': 0.025856822729110718}
{'iter_count': 150, 's': 0.03422687202692032}
{'iter_count': 151, 's': 0.02950063720345497}
{'iter_count': 152, 's': 0.027742676436901093}
{'iter_count': 153, 's': 0.03265265375375748}
{'iter_count': 154, 's': 0.03443140909075737}
{'iter_count': 155, 's': 0.03398434445261955}
{'iter_count': 156, 's': 0.024303708225488663}
{'iter_count': 157, 's': 0.03341076895594597}
{'iter_count': 158, 's': 0.027453094720840454}
{'iter_count': 159, 's': 0.03243039548397064}
{'iter_count': 160, 's': 0.03717154264450073}
{'iter_count': 161, 's': 0.030397769063711166}
{'iter_count': 162, 's': 0.036556631326675415}
{'iter_count': 163, 's': 0.033324383199214935}
{'iter_count': 164, 's': 0.03350865840911865}
{'iter_count': 165, 's': 0.03083772212266922}
{'iter_count': 166, 's': 0.03153630346059799}
{'iter_count': 167, 's': 0.03728567063808441}
{'iter_count': 168, 's': 0.038778599351644516}
{'iter_count': 169, 's': 0.027234656736254692}
{'iter_count': 170, 's': 0.028953932225704193}
{'iter_count': 171, 's': 0.03365200757980347}
{'iter_count': 172, 's': 0.03667374700307846}
{'iter_count': 173, 's': 0.028092997148633003}
{'iter_count': 174, 's': 0.036037884652614594}
{'iter_count': 175, 's': 0.032739222049713135}
{'iter_count': 176, 's': 0.03492037206888199}
{'iter_count': 177, 's': 0.03334356099367142}
{'iter_count': 178, 's': 0.036386698484420776}
{'iter_count': 179, 's': 0.03318089246749878}
{'iter_count': 180, 's': 0.035679783672094345}
{'iter_count': 181, 's': 0.03908352553844452}
{'iter_count': 182, 's': 0.030293844640254974}
{'iter_count': 183, 's': 0.035373568534851074}
{'iter_count': 184, 's': 0.037355937063694}
{'iter_count': 185, 's': 0.03610280901193619}
{'iter_count': 186, 's': 0.03275437653064728}
{'iter_count': 187, 's': 0.036641959100961685}
{'iter_count': 188, 's': 0.03807513415813446}
{'iter_count': 189, 's': 0.03954717516899109}
{'iter_count': 190, 's': 0.04284688085317612}
{'iter_count': 191, 's': 0.035109419375658035}
{'iter_count': 192, 's': 0.03738822788000107}
{'iter_count': 193, 's': 0.03595012426376343}
{'iter_count': 194, 's': 0.037216994911432266}
{'iter_count': 195, 's': 0.03885022550821304}
{'iter_count': 196, 's': 0.04741101711988449}
{'iter_count': 197, 's': 0.04055885970592499}
{'iter_count': 198, 's': 0.046709321439266205}
{'iter_count': 199, 's': 0.04919898509979248}
{'iter_count': 200, 's': 0.04915029555559158}
{'iter_count': 201, 's': 0.041180551052093506}
{'iter_count': 202, 's': 0.04925336688756943}
{'iter_count': 203, 's': 0.048753056675195694}
{'iter_count': 204, 's': 0.05078493431210518}
{'iter_count': 205, 's': 0.04307269677519798}
{'iter_count': 206, 's': 0.042691364884376526}
{'iter_count': 207, 's': 0.04880956560373306}
{'iter_count': 208, 's': 0.05434567108750343}
{'iter_count': 209, 's': 0.04864051938056946}
{'iter_count': 210, 's': 0.05293116346001625}
{'iter_count': 211, 's': 0.05800947546958923}
{'iter_count': 212, 's': 0.05716663971543312}
{'iter_count': 213, 's': 0.06240936741232872}
{'iter_count': 214, 's': 0.05797882378101349}
{'iter_count': 215, 's': 0.05855432525277138}
{'iter_count': 216, 's': 0.064970962703228}
{'iter_count': 217, 's': 0.0660095065832138}
{'iter_count': 218, 's': 0.056548915803432465}
{'iter_count': 219, 's': 0.04886169359087944}
{'iter_count': 220, 's': 0.048176415264606476}
{'iter_count': 221, 's': 0.05088828131556511}
{'iter_count': 222, 's': 0.054075807332992554}
{'iter_count': 223, 's': 0.055452946573495865}
{'iter_count': 224, 's': 0.05800611525774002}
{'iter_count': 225, 's': 0.05319706350564957}
{'iter_count': 226, 's': 0.06222115457057953}
{'iter_count': 227, 's': 0.059696681797504425}
{'iter_count': 228, 's': 0.06230921298265457}
{'iter_count': 229, 's': 0.06326881051063538}
{'iter_count': 230, 's': 0.056694336235523224}
{'iter_count': 231, 's': 0.05878433585166931}
{'iter_count': 232, 's': 0.05727406218647957}
{'iter_count': 233, 's': 0.059243399649858475}
{'iter_count': 234, 's': 0.06217556819319725}
{'iter_count': 235, 's': 0.050775427371263504}
{'iter_count': 236, 's': 0.05341111868619919}
{'iter_count': 237, 's': 0.055111825466156006}
{'iter_count': 238, 's': 0.060789115726947784}
{'iter_count': 239, 's': 0.06586071848869324}
{'iter_count': 240, 's': 0.06897382438182831}
{'iter_count': 241, 's': 0.0701235830783844}
{'iter_count': 242, 's': 0.07664645463228226}
{'iter_count': 243, 's': 0.08387909084558487}
{'iter_count': 244, 's': 0.0773603618144989}
{'iter_count': 245, 's': 0.06606972217559814}
{'iter_count': 246, 's': 0.07208140194416046}
{'iter_count': 247, 's': 0.06654565036296844}
{'iter_count': 248, 's': 0.07454188168048859}
{'iter_count': 249, 's': 0.07719354331493378}
{'iter_count': 250, 's': 0.07470924407243729}
{'iter_count': 251, 's': 0.07353547215461731}
{'iter_count': 252, 's': 0.06583656370639801}
{'iter_count': 253, 's': 0.07020282745361328}
{'iter_count': 254, 's': 0.07554536312818527}
{'iter_count': 255, 's': 0.0826994776725769}
{'iter_count': 256, 's': 0.08782653510570526}
{'iter_count': 257, 's': 0.0799795612692833}
{'iter_count': 258, 's': 0.08039511740207672}
{'iter_count': 259, 's': 0.0775710865855217}
{'iter_count': 260, 's': 0.08896472305059433}
{'iter_count': 261, 's': 0.08933767676353455}
{'iter_count': 262, 's': 0.08451224118471146}
{'iter_count': 263, 's': 0.07582035660743713}
{'iter_count': 264, 's': 0.07749047875404358}
{'iter_count': 265, 's': 0.0883924663066864}
{'iter_count': 266, 's': 0.08651380240917206}
{'iter_count': 267, 's': 0.09120460599660873}
{'iter_count': 268, 's': 0.08865214884281158}
{'iter_count': 269, 's': 0.08883261680603027}
{'iter_count': 270, 's': 0.1059490218758583}
{'iter_count': 271, 's': 0.09241482615470886}
{'iter_count': 272, 's': 0.08822368085384369}
{'iter_count': 273, 's': 0.09052246063947678}
{'iter_count': 274, 's': 0.08435174822807312}
{'iter_count': 275, 's': 0.10115081071853638}
{'iter_count': 276, 's': 0.0868297666311264}
{'iter_count': 277, 's': 0.09177358448505402}
{'iter_count': 278, 's': 0.09716592729091644}
{'iter_count': 279, 's': 0.08600340783596039}
{'iter_count': 280, 's': 0.09367749094963074}
{'iter_count': 281, 's': 0.08481604605913162}
{'iter_count': 282, 's': 0.09193870425224304}
{'iter_count': 283, 's': 0.09540385007858276}
{'iter_count': 284, 's': 0.10090631246566772}
{'iter_count': 285, 's': 0.09688974171876907}
{'iter_count': 286, 's': 0.07909142971038818}
{'iter_count': 287, 's': 0.08822503685951233}
{'iter_count': 288, 's': 0.0932627022266388}
{'iter_count': 289, 's': 0.08748999238014221}
{'iter_count': 290, 's': 0.08751159906387329}
{'iter_count': 291, 's': 0.07256220281124115}
{'iter_count': 292, 's': 0.09814195334911346}
{'iter_count': 293, 's': 0.09792675077915192}
{'iter_count': 294, 's': 0.09264704585075378}
{'iter_count': 295, 's': 0.10581366717815399}
{'iter_count': 296, 's': 0.1221102625131607}
{'iter_count': 297, 's': 0.1016429215669632}
{'iter_count': 298, 's': 0.1082499548792839}
{'iter_count': 299, 's': 0.08566831052303314}
{'iter_count': 300, 's': 0.1011551171541214}
{'iter_count': 301, 's': 0.09573262184858322}
{'iter_count': 302, 's': 0.09756560623645782}
{'iter_count': 303, 's': 0.10376517474651337}
{'iter_count': 304, 's': 0.11758588999509811}
{'iter_count': 305, 's': 0.09182668477296829}
{'iter_count': 306, 's': 0.09901818633079529}
{'iter_count': 307, 's': 0.09913237392902374}
{'iter_count': 308, 's': 0.10326234996318817}
{'iter_count': 309, 's': 0.10235128551721573}
{'iter_count': 310, 's': 0.10062097758054733}
{'iter_count': 311, 's': 0.09114879369735718}
{'iter_count': 312, 's': 0.10064582526683807}
{'iter_count': 313, 's': 0.09662028402090073}
{'iter_count': 314, 's': 0.10400738567113876}
{'iter_count': 315, 's': 0.10613967478275299}
{'iter_count': 316, 's': 0.10052406042814255}
{'iter_count': 317, 's': 0.09665775299072266}
{'iter_count': 318, 's': 0.10572811216115952}
{'iter_count': 319, 's': 0.11377957463264465}
{'iter_count': 320, 's': 0.10755357146263123}
{'iter_count': 321, 's': 0.09882351011037827}
{'iter_count': 322, 's': 0.11357028782367706}
{'iter_count': 323, 's': 0.11186394840478897}
{'iter_count': 324, 's': 0.10851797461509705}
{'iter_count': 325, 's': 0.1066194549202919}
{'iter_count': 326, 's': 0.12077508121728897}
{'iter_count': 327, 's': 0.10893794894218445}
{'iter_count': 328, 's': 0.10091875493526459}
{'iter_count': 329, 's': 0.09663915634155273}
{'iter_count': 330, 's': 0.10635626316070557}
{'iter_count': 331, 's': 0.11410826444625854}
{'iter_count': 332, 's': 0.11057773232460022}
{'iter_count': 333, 's': 0.104912668466568}
{'iter_count': 334, 's': 0.11963105946779251}
{'iter_count': 335, 's': 0.11415046453475952}
{'iter_count': 336, 's': 0.10015308856964111}
{'iter_count': 337, 's': 0.11251426488161087}
{'iter_count': 338, 's': 0.10441428422927856}
{'iter_count': 339, 's': 0.10623642802238464}
{'iter_count': 340, 's': 0.1034681424498558}
{'iter_count': 341, 's': 0.11764007806777954}
{'iter_count': 342, 's': 0.09307119250297546}
{'iter_count': 343, 's': 0.11043351888656616}
{'iter_count': 344, 's': 0.10278735309839249}
{'iter_count': 345, 's': 0.10236430168151855}
{'iter_count': 346, 's': 0.08640476316213608}
{'iter_count': 347, 's': 0.10146787762641907}
{'iter_count': 348, 's': 0.11245857179164886}
{'iter_count': 349, 's': 0.13243328034877777}
{'iter_count': 350, 's': 0.10768065601587296}
{'iter_count': 351, 's': 0.123773954808712}
{'iter_count': 352, 's': 0.11351916939020157}
{'iter_count': 353, 's': 0.11311683058738708}
{'iter_count': 354, 's': 0.11746905744075775}
{'iter_count': 355, 's': 0.12173841893672943}
{'iter_count': 356, 's': 0.09619572013616562}
{'iter_count': 357, 's': 0.10632650554180145}
{'iter_count': 358, 's': 0.12337229400873184}
{'iter_count': 359, 's': 0.10085750371217728}
{'iter_count': 360, 's': 0.0930151417851448}
{'iter_count': 361, 's': 0.10813811421394348}
{'iter_count': 362, 's': 0.10440705716609955}
{'iter_count': 363, 's': 0.09834752976894379}
{'iter_count': 364, 's': 0.09594008326530457}
{'iter_count': 365, 's': 0.09542926400899887}
{'iter_count': 366, 's': 0.10197015106678009}
{'iter_count': 367, 's': 0.12165577709674835}
{'iter_count': 368, 's': 0.11645627021789551}
{'iter_count': 369, 's': 0.11610858887434006}
{'iter_count': 370, 's': 0.10685917735099792}
{'iter_count': 371, 's': 0.10909353196620941}
{'iter_count': 372, 's': 0.10081638395786285}
{'iter_count': 373, 's': 0.1077418252825737}
{'iter_count': 374, 's': 0.10257761180400848}
{'iter_count': 375, 's': 0.10668660700321198}
{'iter_count': 376, 's': 0.10872121155261993}
{'iter_count': 377, 's': 0.1260463297367096}
{'iter_count': 378, 's': 0.11126866936683655}
{'iter_count': 379, 's': 0.11901644617319107}
{'iter_count': 380, 's': 0.11115287989377975}
{'iter_count': 381, 's': 0.11548525094985962}
{'iter_count': 382, 's': 0.11641614884138107}
{'iter_count': 383, 's': 0.0989033430814743}
{'iter_count': 384, 's': 0.10117829591035843}
{'iter_count': 385, 's': 0.10346357524394989}
{'iter_count': 386, 's': 0.09141749888658524}
{'iter_count': 387, 's': 0.10351404547691345}
{'iter_count': 388, 's': 0.11528489738702774}
{'iter_count': 389, 's': 0.11393743753433228}
{'iter_count': 390, 's': 0.1018248125910759}
{'iter_count': 391, 's': 0.10798574984073639}
{'iter_count': 392, 's': 0.11797201633453369}
{'iter_count': 393, 's': 0.11131075024604797}
{'iter_count': 394, 's': 0.12279172241687775}
{'iter_count': 395, 's': 0.11689697951078415}
{'iter_count': 396, 's': 0.12166669219732285}
{'iter_count': 397, 's': 0.12093941867351532}
{'iter_count': 398, 's': 0.1208920031785965}
{'iter_count': 399, 's': 0.0955343022942543}
{'iter_count': 400, 's': 0.1151168942451477}
{'iter_count': 401, 's': 0.13118627667427063}
{'iter_count': 402, 's': 0.12318792194128036}
{'iter_count': 403, 's': 0.11850140988826752}
{'iter_count': 404, 's': 0.11045955121517181}
{'iter_count': 405, 's': 0.09957574307918549}
{'iter_count': 406, 's': 0.10768970847129822}
{'iter_count': 407, 's': 0.10612789541482925}
{'iter_count': 408, 's': 0.11087541282176971}
{'iter_count': 409, 's': 0.11272752285003662}
{'iter_count': 410, 's': 0.11705201119184494}
{'iter_count': 411, 's': 0.10455494374036789}
{'iter_count': 412, 's': 0.1065862774848938}
{'iter_count': 413, 's': 0.10653535276651382}
{'iter_count': 414, 's': 0.11952131241559982}
{'iter_count': 415, 's': 0.11353295296430588}
{'iter_count': 416, 's': 0.1143123134970665}
{'iter_count': 417, 's': 0.11282238364219666}
{'iter_count': 418, 's': 0.11342257261276245}
{'iter_count': 419, 's': 0.11405526101589203}
{'iter_count': 420, 's': 0.11017529666423798}
{'iter_count': 421, 's': 0.10998640954494476}
{'iter_count': 422, 's': 0.11395303159952164}
{'iter_count': 423, 's': 0.11785358935594559}
{'iter_count': 424, 's': 0.11719168722629547}
{'iter_count': 425, 's': 0.12312725186347961}
{'iter_count': 426, 's': 0.12447464466094971}
{'iter_count': 427, 's': 0.11067113280296326}
{'iter_count': 428, 's': 0.10670201480388641}
{'iter_count': 429, 's': 0.11132945865392685}
{'iter_count': 430, 's': 0.1268545687198639}
{'iter_count': 431, 's': 0.1296818107366562}
{'iter_count': 432, 's': 0.12829264998435974}
{'iter_count': 433, 's': 0.11566843092441559}
{'iter_count': 434, 's': 0.11924800276756287}
{'iter_count': 435, 's': 0.11886235326528549}
{'iter_count': 436, 's': 0.123039111495018}
{'iter_count': 437, 's': 0.12424144148826599}
{'iter_count': 438, 's': 0.11704598367214203}
{'iter_count': 439, 's': 0.12658432126045227}
{'iter_count': 440, 's': 0.12812745571136475}
{'iter_count': 441, 's': 0.1147642433643341}
{'iter_count': 442, 's': 0.1148345023393631}
{'iter_count': 443, 's': 0.12429893761873245}
{'iter_count': 444, 's': 0.1196395605802536}
{'iter_count': 445, 's': 0.12907813489437103}
{'iter_count': 446, 's': 0.12055840343236923}
{'iter_count': 447, 's': 0.13812968134880066}
{'iter_count': 448, 's': 0.12670467793941498}
{'iter_count': 449, 's': 0.12648096680641174}
{'iter_count': 450, 's': 0.1320144236087799}
{'iter_count': 451, 's': 0.12057856470346451}
{'iter_count': 452, 's': 0.1293710172176361}
{'iter_count': 453, 's': 0.12141518294811249}
{'iter_count': 454, 's': 0.12008699774742126}
{'iter_count': 455, 's': 0.12946301698684692}
{'iter_count': 456, 's': 0.129474937915802}
{'iter_count': 457, 's': 0.12695999443531036}
{'iter_count': 458, 's': 0.12836779654026031}
{'iter_count': 459, 's': 0.12981396913528442}
{'iter_count': 460, 's': 0.12699520587921143}
{'iter_count': 461, 's': 0.13316482305526733}
{'iter_count': 462, 's': 0.14206206798553467}
{'iter_count': 463, 's': 0.13736103475093842}
{'iter_count': 464, 's': 0.13139662146568298}
{'iter_count': 465, 's': 0.12493592500686646}
{'iter_count': 466, 's': 0.13434629142284393}
{'iter_count': 467, 's': 0.13685563206672668}
{'iter_count': 468, 's': 0.13620099425315857}
{'iter_count': 469, 's': 0.13888101279735565}
{'iter_count': 470, 's': 0.14843200147151947}
{'iter_count': 471, 's': 0.14608095586299896}
{'iter_count': 472, 's': 0.13956043124198914}
{'iter_count': 473, 's': 0.13363933563232422}
{'iter_count': 474, 's': 0.15709854662418365}
{'iter_count': 475, 's': 0.14386709034442902}
{'iter_count': 476, 's': 0.14075741171836853}
{'iter_count': 477, 's': 0.13293564319610596}
{'iter_count': 478, 's': 0.13814866542816162}
{'iter_count': 479, 's': 0.13641418516635895}
{'iter_count': 480, 's': 0.1309489607810974}
{'iter_count': 481, 's': 0.12151230871677399}
{'iter_count': 482, 's': 0.12490233778953552}
{'iter_count': 483, 's': 0.1275349110364914}
{'iter_count': 484, 's': 0.12973245978355408}
{'iter_count': 485, 's': 0.13104546070098877}
{'iter_count': 486, 's': 0.12825793027877808}
{'iter_count': 487, 's': 0.1337309330701828}
{'iter_count': 488, 's': 0.1395772397518158}
{'iter_count': 489, 's': 0.1425478458404541}
{'iter_count': 490, 's': 0.133758544921875}
{'iter_count': 491, 's': 0.12958812713623047}
{'iter_count': 492, 's': 0.1437252312898636}
{'iter_count': 493, 's': 0.14171284437179565}
{'iter_count': 494, 's': 0.14114205539226532}
{'iter_count': 495, 's': 0.15049079060554504}
{'iter_count': 496, 's': 0.1371387243270874}
{'iter_count': 497, 's': 0.13432085514068604}
{'iter_count': 498, 's': 0.14292600750923157}
{'iter_count': 499, 's': 0.13694003224372864}
{'iter_count': 500, 's': 0.1431630551815033}
{'iter_count': 501, 's': 0.14181095361709595}
{'iter_count': 502, 's': 0.1312333047389984}
{'iter_count': 503, 's': 0.1352626532316208}
{'iter_count': 504, 's': 0.1465335339307785}
{'iter_count': 505, 's': 0.14102597534656525}
{'iter_count': 506, 's': 0.14376696944236755}
{'iter_count': 507, 's': 0.14843575656414032}
{'iter_count': 508, 's': 0.16247935593128204}
{'iter_count': 509, 's': 0.15499654412269592}
{'iter_count': 510, 's': 0.15393799543380737}
{'iter_count': 511, 's': 0.15879479050636292}
{'iter_count': 512, 's': 0.15017250180244446}
{'iter_count': 513, 's': 0.15003392100334167}
{'iter_count': 514, 's': 0.15512005984783173}
{'iter_count': 515, 's': 0.15618307888507843}
{'iter_count': 516, 's': 0.16208237409591675}
{'iter_count': 517, 's': 0.1602780520915985}
{'iter_count': 518, 's': 0.1586798131465912}
{'iter_count': 519, 's': 0.15848678350448608}
{'iter_count': 520, 's': 0.1621311902999878}
{'iter_count': 521, 's': 0.16076412796974182}
{'iter_count': 522, 's': 0.16127055883407593}
{'iter_count': 523, 's': 0.16268572211265564}
{'iter_count': 524, 's': 0.16272014379501343}
{'iter_count': 525, 's': 0.16033349931240082}
{'iter_count': 526, 's': 0.15041978657245636}
{'iter_count': 527, 's': 0.1603088080883026}
{'iter_count': 528, 's': 0.15875959396362305}
{'iter_count': 529, 's': 0.1661824882030487}
{'iter_count': 530, 's': 0.15838217735290527}
{'iter_count': 531, 's': 0.15687772631645203}
{'iter_count': 532, 's': 0.1642409861087799}
{'iter_count': 533, 's': 0.16396620869636536}
{'iter_count': 534, 's': 0.16084298491477966}
{'iter_count': 535, 's': 0.16578257083892822}
{'iter_count': 536, 's': 0.16926492750644684}
{'iter_count': 537, 's': 0.166202574968338}
{'iter_count': 538, 's': 0.16209447383880615}
{'iter_count': 539, 's': 0.16796287894248962}
{'iter_count': 540, 's': 0.1734994649887085}
{'iter_count': 541, 's': 0.16989250481128693}
{'iter_count': 542, 's': 0.1725849211215973}
{'iter_count': 543, 's': 0.1712401807308197}
{'iter_count': 544, 's': 0.17318180203437805}
{'iter_count': 545, 's': 0.17614831030368805}
{'iter_count': 546, 's': 0.1686953604221344}
{'iter_count': 547, 's': 0.16770702600479126}
{'iter_count': 548, 's': 0.1647021472454071}
{'iter_count': 549, 's': 0.16706466674804688}
{'iter_count': 550, 's': 0.16957825422286987}
{'iter_count': 551, 's': 0.17127977311611176}
{'iter_count': 552, 's': 0.17288555204868317}
{'iter_count': 553, 's': 0.17952990531921387}
{'iter_count': 554, 's': 0.1702965348958969}
{'iter_count': 555, 's': 0.17950516939163208}
{'iter_count': 556, 's': 0.18364670872688293}
{'iter_count': 557, 's': 0.18354153633117676}
{'iter_count': 558, 's': 0.17134536802768707}
{'iter_count': 559, 's': 0.17434826493263245}
{'iter_count': 560, 's': 0.17994073033332825}
{'iter_count': 561, 's': 0.17162546515464783}
{'iter_count': 562, 's': 0.17906877398490906}
{'iter_count': 563, 's': 0.17245635390281677}
{'iter_count': 564, 's': 0.19031578302383423}
{'iter_count': 565, 's': 0.173237144947052}
{'iter_count': 566, 's': 0.17806601524353027}
{'iter_count': 567, 's': 0.18008284270763397}
{'iter_count': 568, 's': 0.18761710822582245}
{'iter_count': 569, 's': 0.18373949825763702}
{'iter_count': 570, 's': 0.17145651578903198}
{'iter_count': 571, 's': 0.19831246137619019}
{'iter_count': 572, 's': 0.1578853726387024}
{'iter_count': 573, 's': 0.16489337384700775}
{'iter_count': 574, 's': 0.16709834337234497}
{'iter_count': 575, 's': 0.17185381054878235}
{'iter_count': 576, 's': 0.18769162893295288}
{'iter_count': 577, 's': 0.17337611317634583}
{'iter_count': 578, 's': 0.18599402904510498}
