timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len
1000.0,4.471866130828857,80.0,1.0,0.6000000238418579,0.0,16.0,12.0,6.0
2000.0,7.172771692276001,162.0,1.0,0.4000000059604645,0.0,16.0,10.0,6.0
3000.0,9.813077449798584,234.0,1.0,0.800000011920929,0.0,16.0,14.0,6.0
4000.0,12.462295055389404,324.0,0.0,0.0,0.0,6.0,6.0,6.0
5000.0,15.152759790420532,417.0,2.0,0.6000000238418579,0.0,28.0,12.4,6.0
6000.0,17.808688640594482,504.0,0.0,0.0,0.0,6.0,6.0,6.0
7000.0,20.456597805023193,594.0,2.0,0.6000000238418579,0.0,26.0,12.0,6.0
8000.0,23.129171133041382,686.0,0.0,0.0,0.0,6.0,6.0,6.0
9000.0,25.776794910430908,778.0,1.0,0.4000000059604645,0.0,16.0,10.0,6.0
