network_size,seed,num_layers,network_type,strategy,task,topology,performance,graphs,small_world_params,modular_params
50,42,1,rnn,random,classification,small_world,"{'SAC': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 205, 'density': 0.1673469387755102, 'avg_degree': 8.2, 'diameter': 4, 'avg_shortest_path': 2.3893877551020406}, 'network_metrics': {'num_input_weights': 410, 'num_recurrent_weights': 410, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.08313320847467057, 'avg_recurrent_weight_magnitude': 0.08111578148815021, 'avg_hidden_weight_magnitude': 0.07644693394549422, 'avg_bias_magnitude': 0.08479818976489702}, 'node_metrics': {'input_nodes': {13: {'degree': 10, 'betweenness_centrality': 0.03269788129482007, 'closeness_centrality': 0.44144144144144143, 'pagerank': 0.023393647750918668, 'eigenvector_centrality': 0.2021668858871708}, 39: {'degree': 8, 'betweenness_centrality': 0.008733746732049503, 'closeness_centrality': 0.3656716417910448, 'pagerank': 0.020145342996419024, 'eigenvector_centrality': 0.08423346246036938}, 30: {'degree': 7, 'betweenness_centrality': 0.0317863780428979, 'closeness_centrality': 0.4375, 'pagerank': 0.017558589315616945, 'eigenvector_centrality': 0.11573752527939815}, 45: {'degree': 8, 'betweenness_centrality': 0.013235036855713573, 'closeness_centrality': 0.3951612903225806, 'pagerank': 0.01984426658593227, 'eigenvector_centrality': 0.1046687004959696}, 17: {'degree': 8, 'betweenness_centrality': 0.008124694648366617, 'closeness_centrality': 0.4083333333333333, 'pagerank': 0.01925424595345613, 'eigenvector_centrality': 0.16402484609340492}}, 'output_nodes': {48: {'degree': 8, 'betweenness_centrality': 0.016869856876441408, 'closeness_centrality': 0.4188034188034188, 'pagerank': 0.01961026945343841, 'eigenvector_centrality': 0.1237741365549378}, 26: {'degree': 8, 'betweenness_centrality': 0.015293077458256022, 'closeness_centrality': 0.4083333333333333, 'pagerank': 0.019594345652405164, 'eigenvector_centrality': 0.1374543589143925}, 25: {'degree': 8, 'betweenness_centrality': 0.011907381757509305, 'closeness_centrality': 0.3951612903225806, 'pagerank': 0.019536201680208438, 'eigenvector_centrality': 0.14080843919052707}, 32: {'degree': 9, 'betweenness_centrality': 0.053490150093360334, 'closeness_centrality': 0.44954128440366975, 'pagerank': 0.022030889022851288, 'eigenvector_centrality': 0.12557746643854753}, 19: {'degree': 10, 'betweenness_centrality': 0.10191152610828454, 'closeness_centrality': 0.4803921568627451, 'pagerank': 0.02357300298776686, 'eigenvector_centrality': 0.1841317731071033}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'accuracy': 0.513, 'f1_score': 0.5129829545738643, 'precision': 0.5130161863308316, 'recall': 0.513}, 'convergence_metrics': {'training_time': 0.10308718681335449, 'iterations_to_converge': 188, 'final_loss': 0.2975087752295703}}, 'A2C': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 205, 'density': 0.1673469387755102, 'avg_degree': 8.2, 'diameter': 4, 'avg_shortest_path': 2.3893877551020406}, 'network_metrics': {'num_input_weights': 410, 'num_recurrent_weights': 410, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.08313320847467057, 'avg_recurrent_weight_magnitude': 0.08111578148815021, 'avg_hidden_weight_magnitude': 0.07644693394549422, 'avg_bias_magnitude': 0.08479818976489702}, 'node_metrics': {'input_nodes': {13: {'degree': 10, 'betweenness_centrality': 0.03269788129482007, 'closeness_centrality': 0.44144144144144143, 'pagerank': 0.023393647750918668, 'eigenvector_centrality': 0.2021668858871708}, 39: {'degree': 8, 'betweenness_centrality': 0.008733746732049503, 'closeness_centrality': 0.3656716417910448, 'pagerank': 0.020145342996419024, 'eigenvector_centrality': 0.08423346246036938}, 30: {'degree': 7, 'betweenness_centrality': 0.0317863780428979, 'closeness_centrality': 0.4375, 'pagerank': 0.017558589315616945, 'eigenvector_centrality': 0.11573752527939815}, 45: {'degree': 8, 'betweenness_centrality': 0.013235036855713573, 'closeness_centrality': 0.3951612903225806, 'pagerank': 0.01984426658593227, 'eigenvector_centrality': 0.1046687004959696}, 17: {'degree': 8, 'betweenness_centrality': 0.008124694648366617, 'closeness_centrality': 0.4083333333333333, 'pagerank': 0.01925424595345613, 'eigenvector_centrality': 0.16402484609340492}}, 'output_nodes': {48: {'degree': 8, 'betweenness_centrality': 0.016869856876441408, 'closeness_centrality': 0.4188034188034188, 'pagerank': 0.01961026945343841, 'eigenvector_centrality': 0.1237741365549378}, 26: {'degree': 8, 'betweenness_centrality': 0.015293077458256022, 'closeness_centrality': 0.4083333333333333, 'pagerank': 0.019594345652405164, 'eigenvector_centrality': 0.1374543589143925}, 25: {'degree': 8, 'betweenness_centrality': 0.011907381757509305, 'closeness_centrality': 0.3951612903225806, 'pagerank': 0.019536201680208438, 'eigenvector_centrality': 0.14080843919052707}, 32: {'degree': 9, 'betweenness_centrality': 0.053490150093360334, 'closeness_centrality': 0.44954128440366975, 'pagerank': 0.022030889022851288, 'eigenvector_centrality': 0.12557746643854753}, 19: {'degree': 10, 'betweenness_centrality': 0.10191152610828454, 'closeness_centrality': 0.4803921568627451, 'pagerank': 0.02357300298776686, 'eigenvector_centrality': 0.1841317731071033}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'accuracy': 0.51, 'f1_score': 0.509890211894245, 'precision': 0.5099803823441097, 'recall': 0.51}, 'convergence_metrics': {'training_time': 0.10433030128479004, 'iterations_to_converge': 550, 'final_loss': 0.3015148566743076}}, 'PPO': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 205, 'density': 0.1673469387755102, 'avg_degree': 8.2, 'diameter': 4, 'avg_shortest_path': 2.3893877551020406}, 'network_metrics': {'num_input_weights': 410, 'num_recurrent_weights': 410, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.08313320847467057, 'avg_recurrent_weight_magnitude': 0.08111578148815021, 'avg_hidden_weight_magnitude': 0.07644693394549422, 'avg_bias_magnitude': 0.08479818976489702}, 'node_metrics': {'input_nodes': {13: {'degree': 10, 'betweenness_centrality': 0.03269788129482007, 'closeness_centrality': 0.44144144144144143, 'pagerank': 0.023393647750918668, 'eigenvector_centrality': 0.2021668858871708}, 39: {'degree': 8, 'betweenness_centrality': 0.008733746732049503, 'closeness_centrality': 0.3656716417910448, 'pagerank': 0.020145342996419024, 'eigenvector_centrality': 0.08423346246036938}, 30: {'degree': 7, 'betweenness_centrality': 0.0317863780428979, 'closeness_centrality': 0.4375, 'pagerank': 0.017558589315616945, 'eigenvector_centrality': 0.11573752527939815}, 45: {'degree': 8, 'betweenness_centrality': 0.013235036855713573, 'closeness_centrality': 0.3951612903225806, 'pagerank': 0.01984426658593227, 'eigenvector_centrality': 0.1046687004959696}, 17: {'degree': 8, 'betweenness_centrality': 0.008124694648366617, 'closeness_centrality': 0.4083333333333333, 'pagerank': 0.01925424595345613, 'eigenvector_centrality': 0.16402484609340492}}, 'output_nodes': {48: {'degree': 8, 'betweenness_centrality': 0.016869856876441408, 'closeness_centrality': 0.4188034188034188, 'pagerank': 0.01961026945343841, 'eigenvector_centrality': 0.1237741365549378}, 26: {'degree': 8, 'betweenness_centrality': 0.015293077458256022, 'closeness_centrality': 0.4083333333333333, 'pagerank': 0.019594345652405164, 'eigenvector_centrality': 0.1374543589143925}, 25: {'degree': 8, 'betweenness_centrality': 0.011907381757509305, 'closeness_centrality': 0.3951612903225806, 'pagerank': 0.019536201680208438, 'eigenvector_centrality': 0.14080843919052707}, 32: {'degree': 9, 'betweenness_centrality': 0.053490150093360334, 'closeness_centrality': 0.44954128440366975, 'pagerank': 0.022030889022851288, 'eigenvector_centrality': 0.12557746643854753}, 19: {'degree': 10, 'betweenness_centrality': 0.10191152610828454, 'closeness_centrality': 0.4803921568627451, 'pagerank': 0.02357300298776686, 'eigenvector_centrality': 0.1841317731071033}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'accuracy': 0.497, 'f1_score': 0.496194348700165, 'precision': 0.49690265700483094, 'recall': 0.497}, 'convergence_metrics': {'training_time': 0.10140323638916016, 'iterations_to_converge': 168, 'final_loss': 0.11356016782931007}}}",[<networkx.classes.graph.Graph object at 0x0000022837D95730>],"{'k': 4, 'p': 0.1, 'inter_layer_prob': 0.1}","{'num_modules': 2, 'inter_module_prob': 0.1, 'intra_module_prob': 0.3, 'inter_layer_prob': 0.1, 'module_size': {50: 25}}"
50,42,1,rnn,random,classification,modular,"{'SAC': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 240, 'density': 0.19591836734693877, 'avg_degree': 9.6, 'diameter': 4, 'avg_shortest_path': 1.9444897959183673}, 'network_metrics': {'num_input_weights': 480, 'num_recurrent_weights': 480, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.08000156541713245, 'avg_recurrent_weight_magnitude': 0.07599819957469603, 'avg_hidden_weight_magnitude': 0.0792869202692773, 'avg_bias_magnitude': 0.08465218605326395}, 'node_metrics': {'input_nodes': {13: {'degree': 14, 'betweenness_centrality': 0.039025704613683224, 'closeness_centrality': 0.5568181818181818, 'pagerank': 0.027692131585774857, 'eigenvector_centrality': 0.19596932395332226}, 39: {'degree': 4, 'betweenness_centrality': 0.004828617955118554, 'closeness_centrality': 0.4298245614035088, 'pagerank': 0.010459973850720028, 'eigenvector_centrality': 0.04692782353235755}, 30: {'degree': 5, 'betweenness_centrality': 0.004375381711184452, 'closeness_centrality': 0.4375, 'pagerank': 0.011963555992422027, 'eigenvector_centrality': 0.06481600613669247}, 45: {'degree': 9, 'betweenness_centrality': 0.01773784034891052, 'closeness_centrality': 0.5157894736842106, 'pagerank': 0.01894573894416527, 'eigenvector_centrality': 0.12890485363717114}, 17: {'degree': 8, 'betweenness_centrality': 0.013529454217512046, 'closeness_centrality': 0.5051546391752577, 'pagerank': 0.017143926914530542, 'eigenvector_centrality': 0.11808777406148355}}, 'output_nodes': {48: {'degree': 8, 'betweenness_centrality': 0.008231209689858363, 'closeness_centrality': 0.494949494949495, 'pagerank': 0.017036436164110685, 'eigenvector_centrality': 0.11719486019704099}, 26: {'degree': 12, 'betweenness_centrality': 0.029604364215588572, 'closeness_centrality': 0.5384615384615384, 'pagerank': 0.02430233616418819, 'eigenvector_centrality': 0.16299344457736184}, 25: {'degree': 12, 'betweenness_centrality': 0.0241555120107319, 'closeness_centrality': 0.5568181818181818, 'pagerank': 0.023872154118952223, 'eigenvector_centrality': 0.18449095574155097}, 32: {'degree': 12, 'betweenness_centrality': 0.0283096067637636, 'closeness_centrality': 0.5444444444444444, 'pagerank': 0.024232664862024998, 'eigenvector_centrality': 0.16753344602504475}, 19: {'degree': 8, 'betweenness_centrality': 0.010400727139402583, 'closeness_centrality': 0.49, 'pagerank': 0.01699012214263844, 'eigenvector_centrality': 0.12074198910327356}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'accuracy': 0.505, 'f1_score': 0.5048400687798773, 'precision': 0.5050448981880516, 'recall': 0.505}, 'convergence_metrics': {'training_time': 0.10007977485656738, 'iterations_to_converge': 739, 'final_loss': 0.16464719073156364}}, 'A2C': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 240, 'density': 0.19591836734693877, 'avg_degree': 9.6, 'diameter': 4, 'avg_shortest_path': 1.9444897959183673}, 'network_metrics': {'num_input_weights': 480, 'num_recurrent_weights': 480, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.08000156541713245, 'avg_recurrent_weight_magnitude': 0.07599819957469603, 'avg_hidden_weight_magnitude': 0.0792869202692773, 'avg_bias_magnitude': 0.08465218605326395}, 'node_metrics': {'input_nodes': {13: {'degree': 14, 'betweenness_centrality': 0.039025704613683224, 'closeness_centrality': 0.5568181818181818, 'pagerank': 0.027692131585774857, 'eigenvector_centrality': 0.19596932395332226}, 39: {'degree': 4, 'betweenness_centrality': 0.004828617955118554, 'closeness_centrality': 0.4298245614035088, 'pagerank': 0.010459973850720028, 'eigenvector_centrality': 0.04692782353235755}, 30: {'degree': 5, 'betweenness_centrality': 0.004375381711184452, 'closeness_centrality': 0.4375, 'pagerank': 0.011963555992422027, 'eigenvector_centrality': 0.06481600613669247}, 45: {'degree': 9, 'betweenness_centrality': 0.01773784034891052, 'closeness_centrality': 0.5157894736842106, 'pagerank': 0.01894573894416527, 'eigenvector_centrality': 0.12890485363717114}, 17: {'degree': 8, 'betweenness_centrality': 0.013529454217512046, 'closeness_centrality': 0.5051546391752577, 'pagerank': 0.017143926914530542, 'eigenvector_centrality': 0.11808777406148355}}, 'output_nodes': {48: {'degree': 8, 'betweenness_centrality': 0.008231209689858363, 'closeness_centrality': 0.494949494949495, 'pagerank': 0.017036436164110685, 'eigenvector_centrality': 0.11719486019704099}, 26: {'degree': 12, 'betweenness_centrality': 0.029604364215588572, 'closeness_centrality': 0.5384615384615384, 'pagerank': 0.02430233616418819, 'eigenvector_centrality': 0.16299344457736184}, 25: {'degree': 12, 'betweenness_centrality': 0.0241555120107319, 'closeness_centrality': 0.5568181818181818, 'pagerank': 0.023872154118952223, 'eigenvector_centrality': 0.18449095574155097}, 32: {'degree': 12, 'betweenness_centrality': 0.0283096067637636, 'closeness_centrality': 0.5444444444444444, 'pagerank': 0.024232664862024998, 'eigenvector_centrality': 0.16753344602504475}, 19: {'degree': 8, 'betweenness_centrality': 0.010400727139402583, 'closeness_centrality': 0.49, 'pagerank': 0.01699012214263844, 'eigenvector_centrality': 0.12074198910327356}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'accuracy': 0.499, 'f1_score': 0.4988381302196334, 'precision': 0.4990366795366796, 'recall': 0.499}, 'convergence_metrics': {'training_time': 0.11502385139465332, 'iterations_to_converge': 507, 'final_loss': 0.23388471037317157}}, 'PPO': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 240, 'density': 0.19591836734693877, 'avg_degree': 9.6, 'diameter': 4, 'avg_shortest_path': 1.9444897959183673}, 'network_metrics': {'num_input_weights': 480, 'num_recurrent_weights': 480, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.08000156541713245, 'avg_recurrent_weight_magnitude': 0.07599819957469603, 'avg_hidden_weight_magnitude': 0.0792869202692773, 'avg_bias_magnitude': 0.08465218605326395}, 'node_metrics': {'input_nodes': {13: {'degree': 14, 'betweenness_centrality': 0.039025704613683224, 'closeness_centrality': 0.5568181818181818, 'pagerank': 0.027692131585774857, 'eigenvector_centrality': 0.19596932395332226}, 39: {'degree': 4, 'betweenness_centrality': 0.004828617955118554, 'closeness_centrality': 0.4298245614035088, 'pagerank': 0.010459973850720028, 'eigenvector_centrality': 0.04692782353235755}, 30: {'degree': 5, 'betweenness_centrality': 0.004375381711184452, 'closeness_centrality': 0.4375, 'pagerank': 0.011963555992422027, 'eigenvector_centrality': 0.06481600613669247}, 45: {'degree': 9, 'betweenness_centrality': 0.01773784034891052, 'closeness_centrality': 0.5157894736842106, 'pagerank': 0.01894573894416527, 'eigenvector_centrality': 0.12890485363717114}, 17: {'degree': 8, 'betweenness_centrality': 0.013529454217512046, 'closeness_centrality': 0.5051546391752577, 'pagerank': 0.017143926914530542, 'eigenvector_centrality': 0.11808777406148355}}, 'output_nodes': {48: {'degree': 8, 'betweenness_centrality': 0.008231209689858363, 'closeness_centrality': 0.494949494949495, 'pagerank': 0.017036436164110685, 'eigenvector_centrality': 0.11719486019704099}, 26: {'degree': 12, 'betweenness_centrality': 0.029604364215588572, 'closeness_centrality': 0.5384615384615384, 'pagerank': 0.02430233616418819, 'eigenvector_centrality': 0.16299344457736184}, 25: {'degree': 12, 'betweenness_centrality': 0.0241555120107319, 'closeness_centrality': 0.5568181818181818, 'pagerank': 0.023872154118952223, 'eigenvector_centrality': 0.18449095574155097}, 32: {'degree': 12, 'betweenness_centrality': 0.0283096067637636, 'closeness_centrality': 0.5444444444444444, 'pagerank': 0.024232664862024998, 'eigenvector_centrality': 0.16753344602504475}, 19: {'degree': 8, 'betweenness_centrality': 0.010400727139402583, 'closeness_centrality': 0.49, 'pagerank': 0.01699012214263844, 'eigenvector_centrality': 0.12074198910327356}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'accuracy': 0.512, 'f1_score': 0.512, 'precision': 0.512004096016384, 'recall': 0.5119999999999999}, 'convergence_metrics': {'training_time': 0.10492682456970215, 'iterations_to_converge': 362, 'final_loss': 0.3300206753825775}}}",[<networkx.classes.graph.Graph object at 0x0000022837D95910>],"{'k': 4, 'p': 0.1, 'inter_layer_prob': 0.1}","{'num_modules': 2, 'inter_module_prob': 0.1, 'intra_module_prob': 0.3, 'inter_layer_prob': 0.1, 'module_size': {50: 25}}"
50,42,1,rnn,random,classification,hybrid,"{'SAC': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 166, 'density': 0.13551020408163264, 'avg_degree': 6.64, 'diameter': 4, 'avg_shortest_path': 2.286530612244898}, 'network_metrics': {'num_input_weights': 332, 'num_recurrent_weights': 332, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.07871994791563124, 'avg_recurrent_weight_magnitude': 0.08039762401237824, 'avg_hidden_weight_magnitude': 0.08063766151210093, 'avg_bias_magnitude': 0.08959536707987839}, 'node_metrics': {'input_nodes': {13: {'degree': 4, 'betweenness_centrality': 0.00599518348242838, 'closeness_centrality': 0.392, 'pagerank': 0.013444700600965422, 'eigenvector_centrality': 0.06807096915913681}, 39: {'degree': 6, 'betweenness_centrality': 0.0113009644047059, 'closeness_centrality': 0.4152542372881356, 'pagerank': 0.0181775191565366, 'eigenvector_centrality': 0.1271018308315705}, 30: {'degree': 5, 'betweenness_centrality': 0.01698342678359685, 'closeness_centrality': 0.4188034188034188, 'pagerank': 0.016053113244766836, 'eigenvector_centrality': 0.09243343753200924}, 45: {'degree': 4, 'betweenness_centrality': 0.003448944307054792, 'closeness_centrality': 0.4117647058823529, 'pagerank': 0.012778287125273373, 'eigenvector_centrality': 0.10957605810479286}, 17: {'degree': 7, 'betweenness_centrality': 0.028596253362409823, 'closeness_centrality': 0.44144144144144143, 'pagerank': 0.020719841874326687, 'eigenvector_centrality': 0.14948156094958087}}, 'output_nodes': {48: {'degree': 7, 'betweenness_centrality': 0.030691665194216212, 'closeness_centrality': 0.4666666666666667, 'pagerank': 0.020529272771965045, 'eigenvector_centrality': 0.1643820751613541}, 26: {'degree': 6, 'betweenness_centrality': 0.01386788601924656, 'closeness_centrality': 0.4336283185840708, 'pagerank': 0.018115284282735625, 'eigenvector_centrality': 0.12488981365710276}, 25: {'degree': 8, 'betweenness_centrality': 0.04797739911802778, 'closeness_centrality': 0.48514851485148514, 'pagerank': 0.023216612546078298, 'eigenvector_centrality': 0.1710723449380933}, 32: {'degree': 9, 'betweenness_centrality': 0.06887395660633407, 'closeness_centrality': 0.5051546391752577, 'pagerank': 0.026142932951216342, 'eigenvector_centrality': 0.18346888958136323}, 19: {'degree': 6, 'betweenness_centrality': 0.009573653577289513, 'closeness_centrality': 0.4298245614035088, 'pagerank': 0.017920554505477953, 'eigenvector_centrality': 0.1388299643965576}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'accuracy': 0.525, 'f1_score': 0.5249833745843646, 'precision': 0.5250182026211774, 'recall': 0.525}, 'convergence_metrics': {'training_time': 0.11295652389526367, 'iterations_to_converge': 563, 'final_loss': 0.33351321003338297}}, 'A2C': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 166, 'density': 0.13551020408163264, 'avg_degree': 6.64, 'diameter': 4, 'avg_shortest_path': 2.286530612244898}, 'network_metrics': {'num_input_weights': 332, 'num_recurrent_weights': 332, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.07871994791563124, 'avg_recurrent_weight_magnitude': 0.08039762401237824, 'avg_hidden_weight_magnitude': 0.08063766151210093, 'avg_bias_magnitude': 0.08959536707987839}, 'node_metrics': {'input_nodes': {13: {'degree': 4, 'betweenness_centrality': 0.00599518348242838, 'closeness_centrality': 0.392, 'pagerank': 0.013444700600965422, 'eigenvector_centrality': 0.06807096915913681}, 39: {'degree': 6, 'betweenness_centrality': 0.0113009644047059, 'closeness_centrality': 0.4152542372881356, 'pagerank': 0.0181775191565366, 'eigenvector_centrality': 0.1271018308315705}, 30: {'degree': 5, 'betweenness_centrality': 0.01698342678359685, 'closeness_centrality': 0.4188034188034188, 'pagerank': 0.016053113244766836, 'eigenvector_centrality': 0.09243343753200924}, 45: {'degree': 4, 'betweenness_centrality': 0.003448944307054792, 'closeness_centrality': 0.4117647058823529, 'pagerank': 0.012778287125273373, 'eigenvector_centrality': 0.10957605810479286}, 17: {'degree': 7, 'betweenness_centrality': 0.028596253362409823, 'closeness_centrality': 0.44144144144144143, 'pagerank': 0.020719841874326687, 'eigenvector_centrality': 0.14948156094958087}}, 'output_nodes': {48: {'degree': 7, 'betweenness_centrality': 0.030691665194216212, 'closeness_centrality': 0.4666666666666667, 'pagerank': 0.020529272771965045, 'eigenvector_centrality': 0.1643820751613541}, 26: {'degree': 6, 'betweenness_centrality': 0.01386788601924656, 'closeness_centrality': 0.4336283185840708, 'pagerank': 0.018115284282735625, 'eigenvector_centrality': 0.12488981365710276}, 25: {'degree': 8, 'betweenness_centrality': 0.04797739911802778, 'closeness_centrality': 0.48514851485148514, 'pagerank': 0.023216612546078298, 'eigenvector_centrality': 0.1710723449380933}, 32: {'degree': 9, 'betweenness_centrality': 0.06887395660633407, 'closeness_centrality': 0.5051546391752577, 'pagerank': 0.026142932951216342, 'eigenvector_centrality': 0.18346888958136323}, 19: {'degree': 6, 'betweenness_centrality': 0.009573653577289513, 'closeness_centrality': 0.4298245614035088, 'pagerank': 0.017920554505477953, 'eigenvector_centrality': 0.1388299643965576}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'accuracy': 0.498, 'f1_score': 0.49791565185386694, 'precision': 0.49802656195588213, 'recall': 0.498}, 'convergence_metrics': {'training_time': 0.10097670555114746, 'iterations_to_converge': 552, 'final_loss': 0.1896961985743537}}, 'PPO': {'network_metrics': [{'layer_idx': 0, 'topology_metrics': {'num_nodes': 50, 'num_edges': 166, 'density': 0.13551020408163264, 'avg_degree': 6.64, 'diameter': 4, 'avg_shortest_path': 2.286530612244898}, 'network_metrics': {'num_input_weights': 332, 'num_recurrent_weights': 332, 'num_hidden_weights': 800, 'num_biases': 50, 'avg_input_weight_magnitude': 0.07871994791563124, 'avg_recurrent_weight_magnitude': 0.08039762401237824, 'avg_hidden_weight_magnitude': 0.08063766151210093, 'avg_bias_magnitude': 0.08959536707987839}, 'node_metrics': {'input_nodes': {13: {'degree': 4, 'betweenness_centrality': 0.00599518348242838, 'closeness_centrality': 0.392, 'pagerank': 0.013444700600965422, 'eigenvector_centrality': 0.06807096915913681}, 39: {'degree': 6, 'betweenness_centrality': 0.0113009644047059, 'closeness_centrality': 0.4152542372881356, 'pagerank': 0.0181775191565366, 'eigenvector_centrality': 0.1271018308315705}, 30: {'degree': 5, 'betweenness_centrality': 0.01698342678359685, 'closeness_centrality': 0.4188034188034188, 'pagerank': 0.016053113244766836, 'eigenvector_centrality': 0.09243343753200924}, 45: {'degree': 4, 'betweenness_centrality': 0.003448944307054792, 'closeness_centrality': 0.4117647058823529, 'pagerank': 0.012778287125273373, 'eigenvector_centrality': 0.10957605810479286}, 17: {'degree': 7, 'betweenness_centrality': 0.028596253362409823, 'closeness_centrality': 0.44144144144144143, 'pagerank': 0.020719841874326687, 'eigenvector_centrality': 0.14948156094958087}}, 'output_nodes': {48: {'degree': 7, 'betweenness_centrality': 0.030691665194216212, 'closeness_centrality': 0.4666666666666667, 'pagerank': 0.020529272771965045, 'eigenvector_centrality': 0.1643820751613541}, 26: {'degree': 6, 'betweenness_centrality': 0.01386788601924656, 'closeness_centrality': 0.4336283185840708, 'pagerank': 0.018115284282735625, 'eigenvector_centrality': 0.12488981365710276}, 25: {'degree': 8, 'betweenness_centrality': 0.04797739911802778, 'closeness_centrality': 0.48514851485148514, 'pagerank': 0.023216612546078298, 'eigenvector_centrality': 0.1710723449380933}, 32: {'degree': 9, 'betweenness_centrality': 0.06887395660633407, 'closeness_centrality': 0.5051546391752577, 'pagerank': 0.026142932951216342, 'eigenvector_centrality': 0.18346888958136323}, 19: {'degree': 6, 'betweenness_centrality': 0.009573653577289513, 'closeness_centrality': 0.4298245614035088, 'pagerank': 0.017920554505477953, 'eigenvector_centrality': 0.1388299643965576}}}}], 'inter_layer_metrics': {}, 'task_metrics': {'accuracy': 0.505, 'f1_score': 0.5049034532769873, 'precision': 0.5049776224560055, 'recall': 0.505}, 'convergence_metrics': {'training_time': 0.10264754295349121, 'iterations_to_converge': 351, 'final_loss': 0.42266958941251453}}}",[<networkx.classes.graph.Graph object at 0x0000022837D95C10>],"{'k': 4, 'p': 0.1, 'inter_layer_prob': 0.1}","{'num_modules': 2, 'inter_module_prob': 0.1, 'intra_module_prob': 0.3, 'inter_layer_prob': 0.1, 'module_size': {50: 25}}"
