timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len
6000.0,74.11599636077881,558.0,1.0,0.4000000059604645,0.0,16.0,10.0,6.0
6050.0,74.71724653244019,563.0,2.0,0.4000000059604645,0.0,26.0,10.0,6.0
6100.0,75.32052254676819,566.0,2.0,0.6000000238418579,0.0,26.0,12.0,6.0
6150.0,75.92255878448486,569.0,4.0,1.2000000476837158,0.0,50.0,18.8,6.0
6200.0,76.52247023582458,571.0,4.0,1.399999976158142,0.0,50.0,20.8,6.0
6250.0,77.1253592967987,574.0,2.0,1.0,0.0,34.0,17.6,6.0
6300.0,77.72806715965271,579.0,1.0,0.6000000238418579,0.0,18.0,12.4,6.0
6350.0,78.33067989349365,582.0,1.0,0.800000011920929,0.0,16.0,14.0,6.0
6400.0,78.93398475646973,588.0,1.0,0.20000000298023224,0.0,16.0,8.0,6.0
6450.0,79.53736329078674,592.0,1.0,0.4000000059604645,0.0,16.0,10.8,6.0
6500.0,80.13924932479858,597.0,1.0,0.4000000059604645,0.0,16.0,11.2,6.0
6550.0,80.73864150047302,602.0,1.0,0.4000000059604645,0.0,16.0,10.0,6.0
6600.0,81.33974099159241,605.0,1.0,1.0,1.0,16.0,16.0,16.0
6650.0,81.94289994239807,609.0,2.0,0.6000000238418579,0.0,26.0,12.4,6.0
6700.0,82.54623055458069,615.0,1.0,0.20000000298023224,0.0,16.0,8.0,6.0
6750.0,83.15017080307007,618.0,1.0,0.4000000059604645,0.0,16.0,10.8,6.0
6800.0,83.75323009490967,623.0,1.0,0.6000000238418579,0.0,18.0,12.4,6.0
6850.0,84.35724091529846,625.0,1.0,0.4000000059604645,0.0,16.0,10.0,6.0
6900.0,84.95482134819031,628.0,2.0,0.800000011920929,0.0,34.0,15.6,6.0
6950.0,85.55505681037903,632.0,3.0,1.0,0.0,38.0,16.4,6.0
7000.0,86.15816402435303,634.0,1.0,0.4000000059604645,0.0,16.0,11.2,6.0
7050.0,86.75898599624634,639.0,2.0,0.800000011920929,0.0,34.0,15.6,6.0
7100.0,87.35001158714294,640.0,2.0,0.800000011920929,0.0,28.0,14.4,6.0
7150.0,87.94500970840454,642.0,4.0,1.399999976158142,0.0,50.0,21.2,6.0
7200.0,88.54662656784058,645.0,4.0,1.399999976158142,0.0,50.0,22.0,6.0
7250.0,89.14771342277527,647.0,3.0,1.2000000476837158,0.0,38.0,20.0,6.0
7300.0,89.74759936332703,648.0,4.0,1.7999999523162842,0.0,54.0,26.4,6.0
7350.0,90.35073590278625,653.0,1.0,0.20000000298023224,0.0,16.0,8.4,6.0
7400.0,90.9507064819336,656.0,0.0,0.0,0.0,16.0,8.0,6.0
7450.0,91.55310606956482,658.0,4.0,1.0,0.0,48.0,18.4,6.0
7500.0,92.15804243087769,661.0,4.0,1.399999976158142,0.0,48.0,22.0,6.0
7550.0,92.75742936134338,661.0,4.0,1.399999976158142,0.0,48.0,22.0,6.0
7600.0,93.36247634887695,661.0,4.0,1.399999976158142,0.0,48.0,22.0,6.0
7650.0,93.9625916481018,661.0,4.0,1.399999976158142,0.0,48.0,22.0,6.0
7700.0,94.5626609325409,662.0,3.0,1.2000000476837158,0.0,209.0,54.2,6.0
7750.0,95.16571283340454,662.0,3.0,1.2000000476837158,0.0,209.0,54.2,6.0
7800.0,95.76779890060425,662.0,3.0,1.2000000476837158,0.0,209.0,54.2,6.0
7850.0,96.37163949012756,662.0,3.0,1.2000000476837158,0.0,209.0,54.2,6.0
7900.0,96.97393155097961,663.0,3.0,1.2000000476837158,0.0,209.0,90.8,6.0
7950.0,97.57763385772705,663.0,3.0,1.2000000476837158,0.0,209.0,90.8,6.0
8000.0,98.17889189720154,664.0,3.0,1.2000000476837158,0.0,209.0,107.0,6.0
8050.0,98.78150534629822,665.0,3.0,1.2000000476837158,0.0,209.0,117.6,16.0
8100.0,99.38056087493896,665.0,3.0,1.2000000476837158,0.0,209.0,117.6,16.0
8150.0,99.98347806930542,666.0,3.0,1.0,0.0,209.0,129.0,59.0
8200.0,100.58812928199768,666.0,3.0,1.0,0.0,209.0,129.0,59.0
8250.0,101.19071745872498,666.0,3.0,1.0,0.0,209.0,129.0,59.0
8300.0,101.79332184791565,666.0,3.0,1.0,0.0,209.0,129.0,59.0
8350.0,102.39530372619629,667.0,1.0,0.6000000238418579,0.0,213.0,129.8,59.0
8400.0,102.99512362480164,667.0,1.0,0.6000000238418579,0.0,213.0,129.8,59.0
8450.0,103.59706163406372,667.0,1.0,0.6000000238418579,0.0,213.0,129.8,59.0
8500.0,104.19985055923462,667.0,1.0,0.6000000238418579,0.0,213.0,129.8,59.0
8550.0,104.79912805557251,668.0,1.0,0.6000000238418579,0.0,213.0,130.8,59.0
8600.0,105.40374898910522,668.0,1.0,0.6000000238418579,0.0,213.0,130.8,59.0
8650.0,106.00620341300964,669.0,1.0,0.4000000059604645,0.0,213.0,130.2,59.0
8700.0,106.61078548431396,669.0,1.0,0.4000000059604645,0.0,213.0,130.2,59.0
8750.0,107.20968222618103,669.0,1.0,0.4000000059604645,0.0,213.0,130.2,59.0
8800.0,107.81406283378601,669.0,1.0,0.4000000059604645,0.0,213.0,130.2,59.0
8850.0,108.41396498680115,670.0,1.0,0.4000000059604645,0.0,213.0,158.2,73.0
8900.0,109.01575374603271,670.0,1.0,0.4000000059604645,0.0,213.0,158.2,73.0
8950.0,109.61861896514893,670.0,1.0,0.4000000059604645,0.0,213.0,158.2,73.0
9000.0,110.2202160358429,670.0,1.0,0.4000000059604645,0.0,213.0,158.2,73.0
9050.0,110.81776237487793,670.0,1.0,0.4000000059604645,0.0,213.0,158.2,73.0
9100.0,111.42184281349182,670.0,1.0,0.4000000059604645,0.0,213.0,158.2,73.0
9150.0,112.02258896827698,670.0,1.0,0.4000000059604645,0.0,213.0,158.2,73.0
9200.0,112.62473154067993,670.0,1.0,0.4000000059604645,0.0,213.0,158.2,73.0
9250.0,113.22693610191345,671.0,1.0,0.6000000238418579,0.0,395.0,222.6,102.0
9300.0,113.8304672241211,672.0,1.0,0.4000000059604645,0.0,395.0,190.6,53.0
9350.0,114.42928576469421,672.0,1.0,0.4000000059604645,0.0,395.0,190.6,53.0
9400.0,115.03367567062378,672.0,1.0,0.4000000059604645,0.0,395.0,190.6,53.0
9450.0,115.63839268684387,672.0,1.0,0.4000000059604645,0.0,395.0,190.6,53.0
9500.0,116.24361300468445,672.0,1.0,0.4000000059604645,0.0,395.0,190.6,53.0
9550.0,116.83945751190186,673.0,1.0,0.4000000059604645,0.0,395.0,201.2,53.0
9600.0,117.44289064407349,674.0,1.0,0.4000000059604645,0.0,395.0,190.4,48.0
9650.0,118.04698729515076,674.0,1.0,0.4000000059604645,0.0,395.0,190.4,48.0
9700.0,118.65067291259766,674.0,1.0,0.4000000059604645,0.0,395.0,190.4,48.0
9750.0,119.25373125076294,674.0,1.0,0.4000000059604645,0.0,395.0,190.4,48.0
9800.0,119.85460257530212,675.0,1.0,0.4000000059604645,0.0,395.0,188.0,48.0
9850.0,120.45715546607971,676.0,1.0,0.20000000298023224,0.0,257.0,121.0,48.0
9900.0,121.05809259414673,677.0,1.0,0.20000000298023224,0.0,257.0,117.2,34.0
9950.0,121.65933346748352,677.0,1.0,0.20000000298023224,0.0,257.0,117.2,34.0
10000.0,122.26591110229492,677.0,1.0,0.20000000298023224,0.0,257.0,117.2,34.0
10050.0,122.86609935760498,677.0,1.0,0.20000000298023224,0.0,257.0,117.2,34.0
10100.0,123.46338534355164,677.0,1.0,0.20000000298023224,0.0,257.0,117.2,34.0
10150.0,124.06192207336426,677.0,1.0,0.20000000298023224,0.0,257.0,117.2,34.0
10200.0,124.66305899620056,677.0,1.0,0.20000000298023224,0.0,257.0,117.2,34.0
10250.0,125.26669025421143,677.0,1.0,0.20000000298023224,0.0,257.0,117.2,34.0
10300.0,125.8589825630188,678.0,1.0,0.20000000298023224,0.0,420.0,149.8,34.0
10350.0,126.46096062660217,678.0,1.0,0.20000000298023224,0.0,420.0,149.8,34.0
10400.0,127.06237959861755,678.0,1.0,0.20000000298023224,0.0,420.0,149.8,34.0
10450.0,127.66220331192017,678.0,1.0,0.20000000298023224,0.0,420.0,149.8,34.0
10500.0,128.2625789642334,678.0,1.0,0.20000000298023224,0.0,420.0,149.8,34.0
10550.0,128.86134815216064,678.0,1.0,0.20000000298023224,0.0,420.0,149.8,34.0
10600.0,129.46048283576965,678.0,1.0,0.20000000298023224,0.0,420.0,149.8,34.0
10650.0,130.06281280517578,678.0,1.0,0.20000000298023224,0.0,420.0,149.8,34.0
10700.0,130.6592562198639,678.0,1.0,0.20000000298023224,0.0,420.0,149.8,34.0
10750.0,131.25865530967712,679.0,1.0,0.20000000298023224,0.0,426.0,225.4,34.0
10800.0,131.85427284240723,679.0,1.0,0.20000000298023224,0.0,426.0,225.4,34.0
10850.0,132.4542942047119,679.0,1.0,0.20000000298023224,0.0,426.0,225.4,34.0
10900.0,133.05060696601868,679.0,1.0,0.20000000298023224,0.0,426.0,225.4,34.0
10950.0,133.65082621574402,679.0,1.0,0.20000000298023224,0.0,426.0,225.4,34.0
11000.0,134.2465844154358,679.0,1.0,0.20000000298023224,0.0,426.0,225.4,34.0
11050.0,134.84240674972534,680.0,1.0,0.20000000298023224,0.0,426.0,249.8,34.0
11100.0,135.4438831806183,680.0,1.0,0.20000000298023224,0.0,426.0,249.8,34.0
11150.0,136.04643416404724,680.0,1.0,0.20000000298023224,0.0,426.0,249.8,34.0
11200.0,136.6422140598297,680.0,1.0,0.20000000298023224,0.0,426.0,249.8,34.0
11250.0,137.24242520332336,681.0,2.0,0.6000000238418579,0.0,426.0,279.4,34.0
11300.0,137.84255933761597,681.0,2.0,0.6000000238418579,0.0,426.0,279.4,34.0
11350.0,138.44362425804138,682.0,2.0,0.6000000238418579,0.0,426.0,289.4,84.0
11400.0,139.03943133354187,682.0,2.0,0.6000000238418579,0.0,426.0,289.4,84.0
11450.0,139.63912510871887,683.0,2.0,0.4000000059604645,0.0,426.0,227.2,84.0
11500.0,140.2432415485382,683.0,2.0,0.4000000059604645,0.0,426.0,227.2,84.0
11550.0,140.8423707485199,683.0,2.0,0.4000000059604645,0.0,426.0,227.2,84.0
11600.0,141.43515253067017,683.0,2.0,0.4000000059604645,0.0,426.0,227.2,84.0
11650.0,142.03805422782898,685.0,2.0,0.4000000059604645,0.0,208.0,119.2,12.0
11700.0,142.641361951828,686.0,0.0,0.0,0.0,183.0,85.6,12.0
11750.0,143.2425594329834,686.0,0.0,0.0,0.0,183.0,85.6,12.0
11800.0,143.84473061561584,686.0,0.0,0.0,0.0,183.0,85.6,12.0
11850.0,144.44117283821106,686.0,0.0,0.0,0.0,183.0,85.6,12.0
11900.0,145.04616332054138,686.0,0.0,0.0,0.0,183.0,85.6,12.0
11950.0,145.64661407470703,686.0,0.0,0.0,0.0,183.0,85.6,12.0
12000.0,146.25118470191956,686.0,0.0,0.0,0.0,183.0,85.6,12.0
12050.0,146.84945034980774,686.0,0.0,0.0,0.0,183.0,85.6,12.0
12100.0,147.4416127204895,688.0,1.0,0.20000000298023224,0.0,400.0,131.2,12.0
12150.0,148.03857016563416,689.0,1.0,0.20000000298023224,0.0,400.0,103.4,12.0
12200.0,148.63643980026245,689.0,1.0,0.20000000298023224,0.0,400.0,103.4,12.0
12250.0,149.23615217208862,689.0,1.0,0.20000000298023224,0.0,400.0,103.4,12.0
12300.0,149.84259963035583,690.0,1.0,0.20000000298023224,0.0,400.0,131.0,21.0
12350.0,150.44706439971924,690.0,1.0,0.20000000298023224,0.0,400.0,131.0,21.0
12400.0,151.047292470932,690.0,1.0,0.20000000298023224,0.0,400.0,131.0,21.0
12450.0,151.64985466003418,690.0,1.0,0.20000000298023224,0.0,400.0,131.0,21.0
12500.0,152.25164103507996,690.0,1.0,0.20000000298023224,0.0,400.0,131.0,21.0
12550.0,152.8526327610016,690.0,1.0,0.20000000298023224,0.0,400.0,131.0,21.0
12600.0,153.4558882713318,690.0,1.0,0.20000000298023224,0.0,400.0,131.0,21.0
12650.0,154.0566155910492,690.0,1.0,0.20000000298023224,0.0,400.0,131.0,21.0
12700.0,154.65932941436768,690.0,1.0,0.20000000298023224,0.0,400.0,131.0,21.0
12750.0,155.2626132965088,690.0,1.0,0.20000000298023224,0.0,400.0,131.0,21.0
12800.0,155.8575394153595,690.0,1.0,0.20000000298023224,0.0,400.0,131.0,21.0
12850.0,156.46063208580017,690.0,1.0,0.20000000298023224,0.0,400.0,131.0,21.0
12900.0,157.06365609169006,690.0,1.0,0.20000000298023224,0.0,400.0,131.0,21.0
12950.0,157.669753074646,690.0,1.0,0.20000000298023224,0.0,400.0,131.0,21.0
13000.0,158.27313017845154,691.0,1.0,0.4000000059604645,0.0,710.0,265.0,21.0
13050.0,158.86399006843567,691.0,1.0,0.4000000059604645,0.0,710.0,265.0,21.0
13100.0,159.4535665512085,691.0,1.0,0.4000000059604645,0.0,710.0,265.0,21.0
13150.0,160.04617166519165,691.0,1.0,0.4000000059604645,0.0,710.0,265.0,21.0
13200.0,160.63630056381226,691.0,1.0,0.4000000059604645,0.0,710.0,265.0,21.0
13250.0,161.2274408340454,691.0,1.0,0.4000000059604645,0.0,710.0,265.0,21.0
13300.0,161.82109141349792,691.0,1.0,0.4000000059604645,0.0,710.0,265.0,21.0
13350.0,162.41477727890015,691.0,1.0,0.4000000059604645,0.0,710.0,265.0,21.0
13400.0,163.00748348236084,691.0,1.0,0.4000000059604645,0.0,710.0,265.0,21.0
13450.0,163.60138320922852,691.0,1.0,0.4000000059604645,0.0,710.0,265.0,21.0
13500.0,164.19524502754211,691.0,1.0,0.4000000059604645,0.0,710.0,265.0,21.0
13550.0,164.79008030891418,691.0,1.0,0.4000000059604645,0.0,710.0,265.0,21.0
13600.0,165.37935876846313,691.0,1.0,0.4000000059604645,0.0,710.0,265.0,21.0
13650.0,165.95954942703247,691.0,1.0,0.4000000059604645,0.0,710.0,265.0,21.0
13700.0,166.54687309265137,692.0,1.0,0.4000000059604645,0.0,710.0,325.4,21.0
13750.0,167.12643814086914,693.0,1.0,0.4000000059604645,0.0,710.0,329.8,43.0
13800.0,167.71636724472046,693.0,1.0,0.4000000059604645,0.0,710.0,329.8,43.0
13850.0,168.31031560897827,693.0,1.0,0.4000000059604645,0.0,710.0,329.8,43.0
13900.0,168.90187764167786,694.0,2.0,0.800000011920929,0.0,710.0,350.0,43.0
13950.0,169.49739146232605,694.0,2.0,0.800000011920929,0.0,710.0,350.0,43.0
14000.0,170.09012985229492,694.0,2.0,0.800000011920929,0.0,710.0,350.0,43.0
14050.0,170.6816110610962,694.0,2.0,0.800000011920929,0.0,710.0,350.0,43.0
14100.0,171.27292943000793,694.0,2.0,0.800000011920929,0.0,710.0,350.0,43.0
14150.0,171.86466884613037,694.0,2.0,0.800000011920929,0.0,710.0,350.0,43.0
14200.0,172.45767736434937,694.0,2.0,0.800000011920929,0.0,710.0,350.0,43.0
14250.0,173.0532238483429,694.0,2.0,0.800000011920929,0.0,710.0,350.0,43.0
14300.0,173.6458888053894,695.0,2.0,1.0,0.0,710.0,402.0,43.0
14350.0,174.236186504364,696.0,2.0,0.800000011920929,0.0,702.0,269.6,43.0
14400.0,174.82406520843506,697.0,2.0,0.6000000238418579,0.0,410.0,137.6,42.0
14450.0,175.41814923286438,698.0,2.0,0.6000000238418579,0.0,410.0,136.6,38.0
14500.0,176.0102596282959,698.0,2.0,0.6000000238418579,0.0,410.0,136.6,38.0
14550.0,176.6036205291748,698.0,2.0,0.6000000238418579,0.0,410.0,136.6,38.0
14600.0,177.19812726974487,699.0,1.0,0.20000000298023224,0.0,410.0,139.6,38.0
14650.0,177.79014897346497,699.0,1.0,0.20000000298023224,0.0,410.0,139.6,38.0
14700.0,178.38585329055786,700.0,0.0,0.0,0.0,160.0,80.0,38.0
14750.0,178.98138332366943,700.0,0.0,0.0,0.0,160.0,80.0,38.0
14800.0,179.57401037216187,700.0,0.0,0.0,0.0,160.0,80.0,38.0
14850.0,180.16653060913086,700.0,0.0,0.0,0.0,160.0,80.0,38.0
14900.0,180.75854468345642,700.0,0.0,0.0,0.0,160.0,80.0,38.0
14950.0,181.35126209259033,701.0,1.0,0.20000000298023224,0.0,251.0,120.6,38.0
15000.0,181.94318008422852,702.0,1.0,0.20000000298023224,0.0,251.0,121.0,38.0
15050.0,182.542475938797,702.0,1.0,0.20000000298023224,0.0,251.0,121.0,38.0
15100.0,183.13861298561096,703.0,2.0,0.6000000238418579,0.0,251.0,129.6,44.0
15150.0,183.73417973518372,703.0,2.0,0.6000000238418579,0.0,251.0,129.6,44.0
15200.0,184.33021068572998,704.0,5.0,1.600000023841858,0.0,251.0,119.8,44.0
15250.0,184.925518989563,705.0,5.0,2.200000047683716,0.0,251.0,111.0,44.0
15300.0,185.52358436584473,706.0,5.0,2.0,0.0,111.0,69.0,41.0
15350.0,186.11803340911865,707.0,5.0,2.5999999046325684,0.0,111.0,68.2,40.0
